"IndividualID","SiteID","DateID","SpeciesID","StableIsotope","LiveMeasure","Height-MaxLength","Width-BarnacleHeight","Aperature-LimpetHeight","WholeWeight-AirDry","ShellWeight-OvenDry","ShellWeightWithOperculum","TissueWeight-Wet","TissueWetWithOperculum/Plates/Mantle","Operculum/MantleWeight","TissueWeight-OvenDry","ImmersedWholeWeight","FoilNumber","AshFreeDryMass","Comment"
73,83,85,147,TRUE,FALSE,26.91,28.15,22.8,8.34,,FALSE,2.652,FALSE,,,,,,"Upper Bare"
74,83,85,147,TRUE,FALSE,10.7,13.4,11.5,0.747,,FALSE,0.189,FALSE,,,,,,"Upper Bare"
75,83,85,147,TRUE,FALSE,7.5,10.4,8.6,0.337,,FALSE,0.092,FALSE,,,,,,"Upper Bare"
76,64,86,206,TRUE,FALSE,42.1,46,32.2,35.61,,FALSE,10.812,FALSE,,,,,,"Mid Bare (Under and around overhang)"
77,64,86,114,TRUE,FALSE,43.2,28.9,34.8,13.37,,FALSE,3.387,FALSE,,,,,,"Mid Bare (Under and around overhang)"
79,64,86,114,TRUE,FALSE,38.8,26.8,32.2,10.61,,FALSE,2.277,FALSE,,,,,,"Mid Bare (Under and around overhang)"
80,64,86,114,TRUE,FALSE,29.05,21,24.4,4.33,,FALSE,0.715,FALSE,,,,,,"Mid Bare (Under and around overhang)"
81,64,86,147,TRUE,FALSE,27.9,27.5,23.9,7.56,,FALSE,2.324,FALSE,,,,,,"Top Eroded, Mid Bare (Under and around overhang)"
82,64,86,206,TRUE,FALSE,15.9,18.6,12.8,2.209,,FALSE,0.558,FALSE,,,,,,"Mid Bare (Under and around overhang)"
83,64,86,206,TRUE,FALSE,6.78,8.9,5.7,0.261,,FALSE,0.044,FALSE,,,,,,"Mid Bare (Under and around overhang)"
84,64,86,206,TRUE,FALSE,8.1,9.2,6.3,0.343,,FALSE,0.057,FALSE,,,,,,"Mid Bare (Under and around overhang)"
85,64,86,206,TRUE,FALSE,7.6,8.6,5.9,0.276,,FALSE,0.05,FALSE,,,,,,"Mid Bare (Under and around overhang)"
86,64,86,147,TRUE,FALSE,12.9,13.8,11.5,1.259,,FALSE,0.285,FALSE,,,,,,"Mid Bare (Under and around overhang)"
87,64,86,147,TRUE,FALSE,6.8,8.6,6.9,0.272,,FALSE,0.051,FALSE,,,,,,"Mid Bare (Under and around overhang)"
88,64,86,132,TRUE,FALSE,20.8,13,14.7,1.616,,FALSE,0.329,FALSE,,,,,,"Mid Bare (Under and around overhang)"
89,64,86,132,TRUE,FALSE,16.5,12.1,13.5,1.188,,FALSE,0.143,FALSE,,,,,,"Mid Bare (Under and around overhang)"
90,64,86,132,TRUE,FALSE,11.3,7.2,8.6,0.245,,FALSE,0.055,FALSE,,,,,,"Mid Bare (Under and around overhang)"
91,71,55,19,TRUE,FALSE,28.2,12.9,,1.957,1.212,FALSE,,FALSE,,,,,,""
92,71,55,19,TRUE,FALSE,28.5,14,,2.893,1.881,FALSE,,FALSE,,,,,,""
93,71,55,19,TRUE,FALSE,28.3,14.7,,2.535,1.57,FALSE,,FALSE,,,,,,""
94,71,55,19,TRUE,FALSE,34.1,16.8,,3.707,2.746,FALSE,,FALSE,,,,,,""
95,71,55,19,TRUE,FALSE,32,16.2,,3.092,2.243,FALSE,,FALSE,,,,,,""
96,71,55,37,TRUE,FALSE,19.8,14.3,,0.888,0.446,FALSE,,FALSE,,,,,,"gonads present, cream colour"
97,71,55,37,TRUE,FALSE,21,15,,1.157,0.71,FALSE,,FALSE,,,,,,""
98,71,55,37,TRUE,FALSE,20.1,15.6,,0.827,0.412,FALSE,,FALSE,,,,,,"gonads present, cream colour"
99,71,55,37,TRUE,FALSE,19.7,15.1,,0.792,0.397,FALSE,,FALSE,,,,,,"gonads present, cream colour"
100,71,55,37,TRUE,FALSE,19.3,14.8,,0.772,0.417,FALSE,,FALSE,,,,,,""
101,71,55,39,TRUE,FALSE,18.7,13.7,,0.938,0.486,FALSE,,FALSE,,,,,,"All C. ornata quite high-domed in shell-shape"
102,71,55,39,TRUE,FALSE,19.7,15.1,,1.323,0.786,FALSE,,FALSE,,,,,,"All C. ornata quite high-domed in shell-shape"
103,71,55,39,TRUE,FALSE,18.9,13.3,,1.002,0.555,FALSE,,FALSE,,,,,,"All C. ornata quite high-domed in shell-shape"
104,71,55,39,TRUE,FALSE,18.4,14.7,,1.22,0.642,FALSE,,FALSE,,,,,,"All C. ornata quite high-domed in shell-shape"
105,71,55,39,TRUE,FALSE,20.5,14.9,,1.17,0.611,FALSE,,FALSE,,,,,,"All C. ornata quite high-domed in shell-shape"
106,71,55,40,TRUE,FALSE,18.1,13.3,,0.522,0.271,FALSE,,FALSE,,,,,,"gonads present"
107,71,55,40,TRUE,FALSE,21,16.4,,0.926,0.523,FALSE,,FALSE,,,,,,"gonads present"
108,71,55,40,TRUE,FALSE,19.3,15,,0.634,0.383,FALSE,,FALSE,,,,,,"slightly chipped side"
109,71,55,40,TRUE,FALSE,20.3,15.8,,0.676,0.348,FALSE,,FALSE,,,,,,""
110,71,55,40,TRUE,FALSE,18.2,14.2,,0.632,0.357,FALSE,,FALSE,,,,,,""
111,71,55,304,TRUE,FALSE,10.5,11.6,10.1,0.707,0.475,FALSE,,TRUE,0.001,,,,,""
112,71,55,304,TRUE,FALSE,7.5,10.3,7.6,0.328,0.21,FALSE,,TRUE,0.001,,,,,""
113,71,55,78,TRUE,FALSE,10.2,13.1,10.9,0.702,0.416,FALSE,,TRUE,0.002,,,,,"Bluish - smooth lip"
114,71,55,78,TRUE,FALSE,10.1,12.6,10.6,0.651,0.39,FALSE,,TRUE,0.002,,,,,"Bluish - smooth lip"
115,71,55,114,TRUE,FALSE,28,18.1,20.8,2.897,2.332,FALSE,0.524,TRUE,0.015,,,,,""
116,71,55,114,TRUE,FALSE,27.7,17.9,21.2,2.886,2.217,FALSE,,TRUE,0.017,,,,,""
117,71,55,114,TRUE,FALSE,40.6,26.9,31.8,8.41,6.285,FALSE,,TRUE,0.047,,,,,""
118,71,55,114,TRUE,FALSE,28.1,18,21.5,3.002,2.233,FALSE,,TRUE,0.017,,,,,""
119,71,55,114,TRUE,FALSE,14.8,9.1,11.1,0.461,0.354,FALSE,,TRUE,0.002,,,,,""
120,71,55,114,TRUE,FALSE,45.3,29.2,36.1,11.183,7.76,FALSE,,TRUE,0.073,,,,,""
121,71,55,114,TRUE,FALSE,12.6,8.1,9.4,0.317,0.256,FALSE,,TRUE,0.002,,,,,""
122,71,55,114,TRUE,FALSE,13.6,8.6,9.8,0.361,0.286,FALSE,,TRUE,0.002,,,,,""
123,71,55,114,TRUE,FALSE,12.8,7.8,9.4,0.31,0.241,FALSE,,TRUE,0.001,,,,,""
124,71,55,114,TRUE,FALSE,29.8,18.7,22.1,3.044,2.321,FALSE,,TRUE,0.016,,,,,""
125,71,55,114,TRUE,FALSE,28.2,18.1,21.8,3.502,2.609,FALSE,,TRUE,0.021,,,,,"NoTE:  Same foil number written down as 11th Turbo (Foil 467)"
126,71,55,114,TRUE,FALSE,41.7,27.8,32.3,8.607,6.335,FALSE,,TRUE,0.047,,,,,""
127,71,55,114,TRUE,FALSE,14.4,9.6,10.6,0.496,0.412,FALSE,0.079,TRUE,0.002,,,,,""
128,71,55,114,TRUE,FALSE,43.2,31.2,34.6,12.196,8.769,FALSE,,TRUE,0.085,,,,,""
129,71,55,114,TRUE,FALSE,45.2,30.5,35.5,14.432,10.116,FALSE,4.192,TRUE,0.085,,,,,""
130,71,55,114,TRUE,FALSE,44.5,29.4,35.5,13.061,8.841,FALSE,4.123,TRUE,0.073,,,,,""
131,71,55,114,TRUE,FALSE,46,31,37.4,13.813,9.246,FALSE,4.489,TRUE,0.098,,,,,""
132,71,55,114,TRUE,FALSE,44.1,29.6,35.8,12.022,8.066,FALSE,,TRUE,0.084,,,,,""
133,71,55,114,TRUE,FALSE,42.1,27.6,34.6,10.451,6.996,FALSE,,TRUE,0.082,,,,,""
134,71,55,114,TRUE,FALSE,41.8,29.6,35.8,12.297,8.439,FALSE,3.791,TRUE,0.085,,,,,""
135,71,55,114,TRUE,FALSE,25.3,16.7,20.1,2.455,1.861,FALSE,,TRUE,0.011,,,,,""
136,71,55,132,TRUE,FALSE,14.4,9.4,11.2,0.577,0.37,FALSE,,TRUE,0.003,,,,,"2/3 gonads"
137,71,55,132,TRUE,FALSE,10.9,7.1,7.7,0.161,0.093,FALSE,,TRUE,0.001,,,,,"No gonads"
138,71,55,132,TRUE,FALSE,10.4,7,8.1,0.185,0.12,FALSE,,TRUE,0.001,,,,,"No gonads"
139,71,55,132,TRUE,FALSE,12.2,9.2,9.5,0.432,0.292,FALSE,,TRUE,0.001,,,,,"No gonads"
140,71,55,132,TRUE,FALSE,11.5,8.2,9.6,0.366,0.248,FALSE,,TRUE,0.001,,,,,"1/3 gonads"
141,71,55,132,TRUE,FALSE,13.5,9.1,9.7,0.507,0.34,FALSE,0.158,TRUE,0.002,,,,,"1/2 gonads"
142,71,55,132,TRUE,FALSE,11.2,7.6,8.5,0.282,0.191,FALSE,,TRUE,0.001,,,,,"chipped aperature"
143,71,55,132,TRUE,FALSE,12.6,9,10.4,0.444,0.295,FALSE,,TRUE,0.001,,,,,"2/3 gonads"
144,71,55,132,TRUE,FALSE,12.1,8,8.9,0.328,0.234,FALSE,0.089,TRUE,0.001,,,,,"?"
145,71,55,132,TRUE,FALSE,12.2,8.8,9.6,0.386,0.238,FALSE,,TRUE,0.002,,,,,"2/3 gonads"
146,71,55,334,TRUE,FALSE,39.6,24.4,26.1,9.535,7.771,FALSE,,TRUE,0.03,,,,,"Not 100% on species ID, 1/6 gonads"
147,71,55,147,TRUE,FALSE,21.7,23.7,21.6,4.925,3.185,FALSE,1.61,TRUE,0.01,,,,,""
148,71,55,147,TRUE,FALSE,20.1,24.1,22.3,4.795,3.125,FALSE,1.576,TRUE,0.012,,,,,""
149,71,55,147,TRUE,FALSE,22.1,24.7,21.9,4.941,3.247,FALSE,1.5,TRUE,0.009,,,,,""
150,71,55,147,TRUE,FALSE,23.6,25.2,22.3,5.945,4.112,FALSE,1.764,TRUE,0.013,,,,,""
151,71,55,147,TRUE,FALSE,20.8,22.4,21.7,4.401,2.799,FALSE,1.405,TRUE,0.011,,,,,""
152,71,55,147,TRUE,FALSE,10.2,12.9,11.5,0.737,0.507,FALSE,,TRUE,0.001,,,,,""
153,71,55,147,TRUE,FALSE,10,11.7,10.5,0.64,0.435,FALSE,,TRUE,0.001,,,,,""
154,71,55,147,TRUE,FALSE,9.4,11.9,10.4,0.595,0.389,FALSE,,TRUE,0.001,,,,,""
155,71,55,147,TRUE,FALSE,8.9,11.5,10.1,0.565,0.403,FALSE,,TRUE,0.001,,,,,""
156,71,55,147,TRUE,FALSE,10.6,12.1,11.4,0.751,0.541,FALSE,,TRUE,0.002,,,,,""
157,71,55,147,TRUE,FALSE,9.3,11.4,10.2,0.556,0.381,FALSE,,TRUE,0,,,,,""
158,71,55,156,TRUE,FALSE,35.8,18.4,,3.093,1.873,FALSE,,FALSE,,,,,,""
159,71,55,156,TRUE,FALSE,31.4,15.2,,2.651,1.724,FALSE,,FALSE,,,,,,""
160,71,55,156,TRUE,FALSE,31.3,15.3,,2.886,1.965,FALSE,,FALSE,,,,,,""
161,71,55,156,TRUE,FALSE,26.3,13.8,,1.627,1.109,FALSE,,FALSE,,,,,,""
162,71,55,156,TRUE,FALSE,34.1,19.1,,3.808,2.383,FALSE,,FALSE,,,,,,""
163,71,55,163,TRUE,FALSE,10.8,8.3,,0.176,0.104,FALSE,,FALSE,,,,,,""
164,71,55,163,TRUE,FALSE,11.9,11.5,,0.188,0.121,FALSE,,FALSE,,,,,,""
165,71,55,163,TRUE,FALSE,10.6,7.6,,0.099,0.061,FALSE,,FALSE,,,,,,""
166,71,55,163,TRUE,FALSE,8.9,6.3,,0.086,0.051,FALSE,,FALSE,,,,,,""
167,71,55,163,TRUE,FALSE,10.8,9,,0.154,0.097,FALSE,,FALSE,,,,,,""
168,71,55,163,TRUE,FALSE,8.6,5.9,,0.13,0.098,FALSE,,FALSE,,,,,,""
169,71,55,163,TRUE,FALSE,12.5,10.4,,0.215,0.131,FALSE,,FALSE,,,,,,""
170,71,55,323,TRUE,FALSE,11.8,9.3,,0.196,0.092,FALSE,0.024,FALSE,,,,473,,""
171,71,55,206,TRUE,FALSE,12.8,14.7,9.5,1.166,0.698,FALSE,,TRUE,0.102,,,,,""
172,71,55,206,TRUE,FALSE,10.5,13.1,8.2,0.88,0.628,FALSE,,TRUE,0.054,,,,,""
173,71,55,206,TRUE,FALSE,24.8,28.1,19.3,7.474,4.109,FALSE,3.253,TRUE,0.735,,,,,""
174,71,55,206,TRUE,FALSE,24.4,27.8,19.2,7.873,4.145,FALSE,,TRUE,0.746,,,,,""
175,71,55,206,TRUE,FALSE,27.9,29.4,21,9.499,4.894,FALSE,4.397,TRUE,0.931,,,,,""
176,71,55,206,TRUE,FALSE,10.3,12.1,7.6,0.698,0.449,FALSE,,TRUE,0.051,,,,,""
177,71,55,333,TRUE,FALSE,18,12,,0.764,0.212,FALSE,0.557,TRUE,0.283,,,,,"Not 100% on species ID"
178,71,55,333,TRUE,FALSE,20,11,,0.996,0.195,FALSE,0.694,TRUE,0.432,,,,,"Not 100% on species ID"
179,71,56,137,TRUE,FALSE,7.8,5,,0.109,,FALSE,,FALSE,,,,,,""
180,71,56,137,TRUE,FALSE,8.4,5.3,,0.119,,FALSE,,FALSE,,,,,,""
181,71,56,137,TRUE,FALSE,9.6,5.7,,0.147,0.092,FALSE,0.05,FALSE,,,,,,""
182,71,56,137,TRUE,FALSE,8,4.7,,0.093,,FALSE,,FALSE,,,,,,""
183,71,56,137,TRUE,FALSE,7.3,4.7,,0.089,,FALSE,,FALSE,,,,,,""
184,71,56,137,TRUE,FALSE,8,5.3,3.7,0.106,0.07,FALSE,,FALSE,,,,,,""
185,71,56,137,TRUE,FALSE,7.7,4.7,3.5,0.099,0.065,FALSE,,FALSE,,,,,,""
186,71,56,137,TRUE,FALSE,7.8,5.1,4.1,0.102,,FALSE,,FALSE,,,,,,""
187,71,56,137,TRUE,FALSE,7.5,4.7,3.8,0.091,0.05,FALSE,,FALSE,,,,,,""
188,71,56,137,TRUE,FALSE,7.7,4.9,3.5,0.087,0.055,FALSE,,FALSE,,,,,,""
189,71,56,137,TRUE,FALSE,7.9,5.3,,0.144,,FALSE,,FALSE,,,,,,""
190,71,56,137,TRUE,FALSE,6.7,4.5,,0.087,,FALSE,,FALSE,,,,,,""
191,71,56,137,TRUE,FALSE,7.6,4.4,,0.077,,FALSE,,FALSE,,,,,,""
192,71,56,137,TRUE,FALSE,6.9,4.7,,0.087,,FALSE,,FALSE,,,,,,""
193,71,56,137,TRUE,FALSE,6.5,4.4,2.8,0.061,,FALSE,,FALSE,,,,,,""
194,71,56,137,TRUE,FALSE,8.1,4.8,3.6,0.095,,FALSE,,FALSE,,,,,,""
195,71,56,137,TRUE,FALSE,7.4,4.9,3.3,0.095,0.062,FALSE,,FALSE,,,,,,""
196,71,56,137,TRUE,FALSE,7.9,5.2,3.4,0.111,0.071,FALSE,,FALSE,,,,,,""
197,71,56,137,TRUE,FALSE,7.7,5,3.9,0.106,,FALSE,,FALSE,,,,,,""
198,71,56,137,TRUE,FALSE,8.1,4.6,3.5,0.096,0.062,FALSE,,FALSE,,,,,,""
199,71,56,137,TRUE,FALSE,8.4,5.2,3.6,0.109,0.07,FALSE,,FALSE,,,,,,""
200,71,56,137,TRUE,FALSE,7.1,4.5,3.1,0.071,0.047,FALSE,,FALSE,,,,,,""
201,71,56,137,TRUE,FALSE,7.1,4.5,3.3,0.073,,FALSE,,FALSE,,,,,,""
202,71,56,137,TRUE,FALSE,7.3,4.4,3.4,0.083,0.057,FALSE,0.028,FALSE,,,,,,""
203,71,56,137,TRUE,FALSE,8.9,6,,0.177,,FALSE,,FALSE,,,,,,""
204,71,56,135,TRUE,FALSE,10.4,7.2,6,0.261,0.173,FALSE,0.087,FALSE,,,,,,""
205,71,56,135,TRUE,FALSE,9.6,6.8,5.3,0.202,0.138,FALSE,0.066,TRUE,0,,,,,""
206,71,56,135,TRUE,FALSE,9.8,7.1,5.7,0.222,0.15,FALSE,0.07,TRUE,0.001,,,,,""
207,71,56,135,TRUE,FALSE,12.8,8.8,6.8,0.445,0.294,FALSE,,TRUE,0.001,,,,,""
208,71,56,135,TRUE,FALSE,7.6,5.2,4.5,0.109,0.064,FALSE,,TRUE,0,,,,,""
209,71,56,135,TRUE,FALSE,6.3,5.5,4.3,0.099,0.064,FALSE,,FALSE,,,,,,""
210,71,56,135,TRUE,FALSE,8.8,6.3,5.2,0.162,0.103,FALSE,,FALSE,,,,,,""
211,71,56,135,TRUE,FALSE,9.7,6.7,5.4,0.229,0.153,FALSE,,FALSE,,,,,,""
212,71,56,135,TRUE,FALSE,8.8,5.8,4.9,0.144,0.087,FALSE,,FALSE,,,,,,""
213,71,56,135,TRUE,FALSE,10.1,6.8,5.3,0.234,0.162,FALSE,,FALSE,,,,,,""
214,71,56,135,TRUE,FALSE,8.4,5.9,4.4,0.14,0.096,FALSE,,FALSE,,,,,,""
215,71,56,135,TRUE,FALSE,10.3,7.1,5.7,0.231,0.151,FALSE,,TRUE,0,,,,,"weighed after dissection"
216,71,56,135,TRUE,FALSE,9.9,6.6,5.2,0.222,0.162,FALSE,0.054,TRUE,0,,,,,""
217,71,56,135,TRUE,FALSE,9.7,6.8,5.7,0.209,0.137,FALSE,0.07,TRUE,0.001,,,,,""
218,71,56,135,TRUE,FALSE,9.4,6.2,5.3,0.184,0.117,FALSE,,FALSE,,,,,,""
219,71,56,33,TRUE,FALSE,7.7,7.2,,0.243,,FALSE,,FALSE,,,,,,""
220,71,56,33,TRUE,FALSE,7.2,6.9,4.5,0.219,0.142,FALSE,,FALSE,,,,,,""
221,71,56,33,TRUE,FALSE,7.1,7,4.4,0.21,0.14,FALSE,,FALSE,,,,,,""
222,71,56,33,TRUE,FALSE,6.8,6.9,,0.145,,FALSE,,FALSE,,,,,,""
223,71,56,33,TRUE,FALSE,5.6,5.9,,0.108,,FALSE,,FALSE,,,,,,""
224,71,56,33,TRUE,FALSE,6.4,6.2,,0.18,,FALSE,,FALSE,,,,,,""
225,71,56,33,TRUE,FALSE,8.6,7.6,5,0.346,0.235,FALSE,,FALSE,,,,,,""
226,71,56,33,TRUE,FALSE,7.1,7.7,4.9,0.242,0.148,FALSE,,FALSE,,,,,,""
228,71,56,33,TRUE,FALSE,6.8,6.5,4.5,0.183,0.114,FALSE,,FALSE,,,,,,""
229,71,56,33,TRUE,FALSE,7.6,7.2,5,0.223,0.153,FALSE,,FALSE,,,,,,""
230,71,56,33,TRUE,FALSE,8,7.7,5.5,0.272,0.166,FALSE,,FALSE,,,,,,""
231,71,56,33,TRUE,FALSE,6.9,6.7,4.4,0.183,0.111,FALSE,,FALSE,,,,,,""
232,71,56,33,TRUE,FALSE,7.1,6.9,4.2,0.221,0.149,FALSE,,FALSE,,,,,,""
233,71,56,33,TRUE,FALSE,6.9,7.2,,0.206,,FALSE,,FALSE,,,,,,""
234,71,56,33,TRUE,FALSE,6.7,6.9,,0.19,,FALSE,,FALSE,,,,,,""
235,71,56,33,TRUE,FALSE,8,7.6,,0.269,,FALSE,,FALSE,,,,,,""
236,71,56,33,TRUE,FALSE,7.6,7.5,,0.26,,FALSE,,FALSE,,,,,,""
237,71,56,33,TRUE,FALSE,7.3,7.2,,0.267,,FALSE,,FALSE,,,,,,""
238,71,56,33,TRUE,FALSE,5.9,6.4,,0.166,,FALSE,,FALSE,,,,,,""
239,71,56,33,TRUE,FALSE,6.4,6.3,,0.17,,FALSE,,FALSE,,,,,,""
240,71,56,33,TRUE,FALSE,7.6,7,,0.241,,FALSE,,FALSE,,,,,,""
241,71,56,33,TRUE,FALSE,7.1,7.5,,0.224,,FALSE,,FALSE,,,,,,""
242,71,56,33,TRUE,FALSE,7.2,7.1,4.5,0.194,,FALSE,,FALSE,,,,,,""
243,71,56,33,TRUE,FALSE,6.8,7.1,,0.199,,FALSE,,FALSE,,,,,,""
244,71,56,328,TRUE,FALSE,6.9,13.5,6.2,0.584,0.469,FALSE,0.081,FALSE,,,,259,,""
245,71,56,328,TRUE,FALSE,5.4,10.1,5.9,0.385,0.317,FALSE,0.054,FALSE,,,,271,,""
246,71,56,328,TRUE,FALSE,6,11.1,5.4,0.53,0.411,FALSE,0.084,FALSE,,,,326,,""
