"AbundanceID","CensusID","SpeciesID","QuadID","Count","Subsample","SubsampleSize","CountComment"
152,4,361,5,5,TRUE,0.3,
153,4,137,2,1,FALSE,1,
154,4,137,3,2,TRUE,0.3,
155,4,137,4,1,FALSE,1,
157,4,135,1,560,FALSE,1,
158,4,135,2,300,FALSE,1,
159,4,135,3,115,TRUE,0.3,
160,4,135,4,15,TRUE,0.3,
161,4,135,5,150,TRUE,0.3,
162,4,206,5,1,FALSE,1,
163,4,183,1,4,FALSE,1,
164,4,183,2,7,FALSE,1,
165,4,183,3,13,FALSE,1,
166,4,183,4,11,FALSE,1,
167,4,183,5,19,FALSE,1,
168,4,304,2,3,FALSE,1,
169,4,304,3,3,FALSE,1,
170,4,304,4,2,FALSE,1,
171,4,304,2,2,FALSE,1,
172,4,78,5,1,FALSE,1,"5mm individual - may have been mis-identified"
173,4,23,1,1,FALSE,1,
174,4,23,2,2,FALSE,1,
175,4,23,3,8,FALSE,1,
176,4,23,4,3,FALSE,1,
177,4,23,5,6,FALSE,1,
178,4,109,2,1,FALSE,1,
179,4,109,3,1,FALSE,1,
180,4,84,1,1,FALSE,1,
181,4,84,2,3,FALSE,1,
182,4,84,3,1,FALSE,1,
183,4,84,4,2,FALSE,1,
184,4,84,5,4,FALSE,1,
185,4,356,5,3,FALSE,1,
186,7,132,1,7,FALSE,1,
187,7,132,2,43,FALSE,1,
188,7,132,3,20,FALSE,1,
189,7,132,4,38,FALSE,1,
190,7,132,5,31,FALSE,1,
191,7,327,1,4,FALSE,1,
192,7,327,2,50,FALSE,1,
193,7,327,3,50,FALSE,1,
194,7,327,4,55,FALSE,1,
195,7,327,5,74,FALSE,1,
196,7,92,1,1,FALSE,1,
197,7,92,2,30,FALSE,1,
198,7,92,3,40,FALSE,1,
199,7,92,4,25,FALSE,1,
200,7,92,5,15,FALSE,1,
201,7,336,4,2,FALSE,1,
202,7,19,1,0.1,FALSE,1,"Single recruit"
203,7,19,2,1,FALSE,1,
204,7,19,4,1,FALSE,1,
205,7,156,4,2,FALSE,1,
206,7,166,2,0.1,FALSE,1,"single 1cm recruit"
207,7,166,3,0.1,FALSE,1,"single 1cm recruit"
208,7,166,4,0.1,FALSE,1,"single 1cm recruit"
209,7,278,1,93,FALSE,1,
210,7,278,2,9,FALSE,1,
211,7,278,3,8,FALSE,1,
212,7,278,4,12,FALSE,1,
213,7,278,5,6,FALSE,1,
214,7,11,1,1,FALSE,1,
215,7,11,2,1,FALSE,1,
216,7,357,2,1,FALSE,1,
217,7,50,2,8,FALSE,1,
218,7,50,3,4,FALSE,1,
219,7,50,4,9,FALSE,1,
220,7,50,5,6,FALSE,1,
221,7,163,4,1,FALSE,1,
222,7,163,5,3,FALSE,1,
223,7,326,4,2,FALSE,1,
224,7,358,1,25,FALSE,1,
225,7,358,2,3,TRUE,0.3,
226,7,358,3,5,TRUE,0.3,
227,7,358,4,16,TRUE,0.3,
228,7,358,5,18,TRUE,0.3,
229,7,360,1,1,FALSE,1,
230,7,360,2,1,TRUE,0.3,
231,7,360,3,4,TRUE,0.3,
232,7,360,4,2,TRUE,0.3,
233,7,360,5,7,TRUE,0.3,
234,7,359,4,1,TRUE,0.3,
235,7,361,1,7,FALSE,1,
236,7,361,2,18,TRUE,0.3,
237,7,361,3,13,TRUE,0.3,
238,7,361,4,8,TRUE,0.3,
239,7,361,5,14,TRUE,0.3,
240,7,137,1,1,FALSE,1,
241,7,137,2,7,TRUE,0.3,
242,7,137,3,6,TRUE,0.3,
243,7,137,4,2,TRUE,0.3,
244,7,137,5,5,TRUE,0.3,
245,7,135,1,19,FALSE,1,
246,7,135,2,393,TRUE,0.3,
247,7,135,3,483,TRUE,0.3,
248,7,135,4,271,TRUE,0.3,
249,7,135,5,280,TRUE,0.3,
250,7,183,1,8,FALSE,1,
251,7,183,2,6,FALSE,1,
252,7,183,3,2,FALSE,1,
253,7,183,4,11,FALSE,1,
254,7,183,5,1,FALSE,1,
255,7,302,2,1,FALSE,1,
256,7,304,3,1,FALSE,1,
257,7,23,1,2,FALSE,1,
258,7,23,2,10,FALSE,1,
259,7,23,3,3,FALSE,1,
260,7,23,4,6,FALSE,1,
261,7,23,5,5,FALSE,1,
262,7,84,2,1,FALSE,1,
263,7,356,3,0.1,FALSE,1,
264,7,356,5,0.1,FALSE,1,
265,8,114,3,1,FALSE,1,
266,8,132,2,10,FALSE,1,
267,8,132,3,30,FALSE,1,
268,8,132,4,24,FALSE,1,
269,8,132,5,1,FALSE,1,
270,8,328,5,0.1,FALSE,1,
271,8,327,1,85,FALSE,1,
272,8,327,2,90,FALSE,1,
273,8,327,3,70,FALSE,1,
274,8,327,4,68,FALSE,1,
275,8,327,5,72,FALSE,1,
276,8,92,1,4,FALSE,1,
277,8,92,2,7,FALSE,1,
278,8,92,3,20,FALSE,1,
279,8,92,4,18,FALSE,1,
280,8,92,5,3,FALSE,1,
281,8,336,4,0.5,FALSE,1,
282,8,278,1,8,FALSE,1,
283,8,278,2,1,FALSE,1,
284,8,278,3,0.5,FALSE,1,
285,8,278,4,6,FALSE,1,
286,8,278,5,20,FALSE,1,
287,8,50,2,9,FALSE,1,
288,8,50,3,10,FALSE,1,
289,8,50,4,14,FALSE,1,
290,8,50,5,8,FALSE,1,
291,8,143,3,1,FALSE,1,
292,8,143,5,1,FALSE,1,"Not 100% on ID"
293,8,378,4,1,FALSE,1,"Picture taken - Hairy mantle but not spicule-tufted"
294,8,357,3,1,FALSE,1,
295,8,357,4,2,FALSE,1,
296,8,39,2,2,FALSE,1,
297,8,39,5,1,FALSE,1,
298,8,163,2,1,FALSE,1,
299,8,163,3,3,FALSE,1,
300,8,163,4,20,FALSE,1,
301,8,163,5,13,FALSE,1,
302,8,323,2,1,FALSE,1,
303,8,323,3,1,FALSE,1,
304,8,323,5,3,FALSE,1,
305,8,24,1,4,FALSE,1,
306,8,24,3,3,FALSE,1,
307,8,358,1,18,TRUE,0.3,
308,8,358,2,5,TRUE,0.3,
309,8,358,3,8,TRUE,0.3,
310,8,358,4,2,TRUE,0.3,
311,8,358,5,3,TRUE,0.3,
312,8,359,2,2,TRUE,0.3,
313,8,360,1,25,TRUE,0.3,
314,8,360,2,17,TRUE,0.3,
315,8,360,3,8,TRUE,0.3,
316,8,360,4,2,FALSE,1,
317,8,360,5,5,TRUE,0.3,
318,8,361,1,21,TRUE,0.3,
319,8,361,2,50,TRUE,0.3,
320,8,361,3,30,TRUE,0.3,
321,8,361,4,18,TRUE,0.3,
322,8,361,5,20,TRUE,0.3,
323,8,137,1,5,TRUE,0.3,
325,8,135,1,565,TRUE,0.3,
326,8,135,2,425,TRUE,0.3,
327,8,135,3,910,TRUE,0.3,
328,8,135,4,654,TRUE,0.3,
329,8,135,5,1375,TRUE,0.3,
330,8,183,2,8,FALSE,1,
331,8,183,3,1,FALSE,1,
332,8,183,4,12,FALSE,1,
333,8,183,5,3,FALSE,1,
334,8,23,1,3,FALSE,1,
335,8,23,2,1,FALSE,1,
336,8,23,3,10,FALSE,1,
337,8,23,4,2,FALSE,1,
338,8,23,5,3,FALSE,1,
339,8,84,4,7,FALSE,1,
340,8,84,5,0.5,FALSE,1,
341,8,84,2,1,FALSE,1,
342,8,356,1,0.1,FALSE,1,
343,8,356,2,0.5,FALSE,1,
344,8,356,3,2,FALSE,1,
345,8,356,4,3,FALSE,1,
346,8,356,5,2,FALSE,1,
347,9,114,3,1,FALSE,1,
350,9,132,1,11,FALSE,1,
351,9,132,2,14,FALSE,1,
352,9,132,3,65,FALSE,1,"~200 eggs in crack"
353,9,132,4,4,FALSE,1,
354,9,132,5,39,FALSE,1,
355,9,328,2,0.1,FALSE,1,
356,9,327,1,55,FALSE,1,
357,9,327,2,75,FALSE,1,
358,9,327,3,72,FALSE,1,
359,9,327,4,85,FALSE,1,
360,9,327,5,63,FALSE,1,
361,9,92,1,10,FALSE,1,
362,9,92,2,15,FALSE,1,
363,9,92,3,10,FALSE,1,
364,9,92,4,5,FALSE,1,
365,9,92,5,10,FALSE,1,
366,9,336,2,0.5,FALSE,1,
367,9,336,3,3,FALSE,1,
368,9,336,4,0.1,FALSE,1,
369,9,336,5,3,FALSE,1,
370,9,19,5,1,FALSE,1,
371,9,156,3,1,FALSE,1,
372,9,156,5,2,FALSE,1,
373,9,278,1,1,FALSE,1,
374,9,278,2,9,FALSE,1,
375,9,278,3,9,FALSE,1,
376,9,278,4,8,FALSE,1,
377,9,278,5,17,FALSE,1,
378,9,11,3,1,FALSE,1,
379,9,50,1,1,FALSE,1,
380,9,50,1,12,FALSE,1,
381,9,50,3,10,FALSE,1,
382,9,50,4,7,FALSE,1,
383,9,50,5,23,FALSE,1,
384,9,143,5,1,FALSE,1,
385,9,365,3,1,FALSE,1,
386,9,40,1,1,FALSE,1,
388,9,39,1,5,FALSE,1,
389,9,39,2,3,FALSE,1,
390,9,39,4,2,FALSE,1,
391,9,39,5,9,FALSE,1,
392,9,24,1,6,FALSE,1,
393,9,24,2,1,FALSE,1,
394,9,24,3,1,FALSE,1,
395,9,23,1,35,FALSE,1,
396,9,23,2,5,FALSE,1,
397,9,23,3,5,FALSE,1,
398,9,23,4,4,FALSE,1,
399,9,23,5,4,FALSE,1,
400,9,84,3,5,FALSE,1,
401,9,84,4,1,FALSE,1,
402,9,84,5,0.5,FALSE,1,
403,9,356,1,0.1,FALSE,1,
404,9,356,2,0.1,FALSE,1,
405,9,356,3,0.1,FALSE,1,
406,9,356,4,1,FALSE,1,
407,10,114,1,1,FALSE,1,
408,10,114,2,3,FALSE,1,
409,10,132,1,25,FALSE,1,"Eggs present"
410,10,132,2,53,FALSE,1,"Eggs present"
411,10,132,3,32,FALSE,1,
412,10,132,4,60,FALSE,1,"Eggs present"
413,10,132,5,63,FALSE,1,
414,10,331,5,2,FALSE,1,
415,10,327,1,23,FALSE,1,
416,10,327,2,39,FALSE,1,
417,10,327,3,8,FALSE,1,
418,10,327,4,20,FALSE,1,
419,10,327,5,20,FALSE,1,
420,10,92,1,15,FALSE,1,
421,10,92,2,15,FALSE,1,
422,10,92,3,1,FALSE,1,
423,10,92,4,13,FALSE,1,
424,10,92,5,12,FALSE,1,
425,10,336,1,0.5,FALSE,1,
426,10,336,2,3,FALSE,1,
427,10,19,1,0.5,FALSE,1,
428,10,19,2,0.5,FALSE,1,
429,10,156,1,7,FALSE,1,
430,10,156,2,5,FALSE,1,
431,10,156,5,1,FALSE,1,
432,10,166,1,1,FALSE,1,
433,10,166,2,0.5,FALSE,1,
434,10,278,1,24,FALSE,1,
435,10,278,2,27,FALSE,1,
436,10,278,3,53,FALSE,1,
437,10,278,4,44,FALSE,1,
438,10,278,5,39,FALSE,1,
439,10,11,3,1,FALSE,1,
440,10,11,5,8,FALSE,1,
441,10,50,1,16,FALSE,1,
442,10,50,2,16,FALSE,1,
443,10,50,3,3,FALSE,1,
444,10,50,4,9,FALSE,1,
445,10,50,5,18,FALSE,1,
446,10,143,2,1,FALSE,1,
447,10,143,4,2,FALSE,1,
448,10,357,2,1,FALSE,1,
449,10,357,3,2,FALSE,1,
450,10,357,4,1,FALSE,1,
451,10,357,5,1,FALSE,1,
452,10,39,3,1,FALSE,1,"recruit"
453,10,39,5,1,FALSE,1,
454,10,326,1,1,FALSE,1,
455,10,304,3,1,FALSE,1,
456,10,304,4,3,FALSE,1,
457,10,304,5,5,FALSE,1,
458,10,33,5,2,FALSE,1,
459,10,23,1,28,FALSE,1,
460,10,23,2,10,FALSE,1,
461,10,23,3,38,FALSE,1,
462,10,23,4,23,FALSE,1,
463,10,23,5,16,FALSE,1,
464,10,109,5,2,FALSE,1,
465,10,84,1,2,FALSE,1,
466,10,84,5,10,FALSE,1,
467,12,114,3,1,FALSE,1,
468,12,114,4,1,FALSE,1,
469,12,132,1,26,FALSE,1,
470,12,132,2,17,FALSE,1,
471,12,132,3,17,FALSE,1,
472,12,132,4,1,FALSE,1,
473,12,132,5,29,FALSE,1,
474,12,327,1,80,FALSE,1,
475,12,327,2,74,FALSE,1,
476,12,327,3,70,FALSE,1,
477,12,327,4,75,FALSE,1,
478,12,327,5,71,FALSE,1,
479,12,92,1,0.5,FALSE,1,
480,12,92,2,3,FALSE,1,
481,12,92,3,5,FALSE,1,
482,12,92,4,3,FALSE,1,
483,12,92,5,5,FALSE,1,
484,12,11,3,2,FALSE,1,
485,12,156,4,2,FALSE,1,
486,12,278,1,9,FALSE,1,
487,12,278,2,10,FALSE,1,
488,12,278,3,8,FALSE,1,
489,12,278,4,15,FALSE,1,
490,12,278,5,18,FALSE,1,
491,12,357,4,1,FALSE,1,
492,12,357,5,6,FALSE,1,
493,12,50,1,3,FALSE,1,
494,12,50,2,10,FALSE,1,
495,12,50,3,36,FALSE,1,
496,12,50,4,4,FALSE,1,
497,12,50,5,18,FALSE,1,
498,12,143,5,1,FALSE,1,
499,12,222,3,1,FALSE,1,
500,12,364,1,2,FALSE,1,
501,12,364,2,2,FALSE,1,
502,12,40,4,2,FALSE,1,
503,12,39,2,1,FALSE,1,
504,12,39,4,1,FALSE,1,
505,12,163,1,1,FALSE,1,
506,12,163,2,3,FALSE,1,
507,12,163,3,1,FALSE,1,
508,12,163,4,3,FALSE,1,
509,12,163,5,10,FALSE,1,
510,12,323,1,6,FALSE,1,
511,12,323,2,14,FALSE,1,
512,12,323,3,1,FALSE,1,
513,12,323,4,4,FALSE,1,
514,12,323,5,9,FALSE,1,
515,12,361,1,26,FALSE,1,
516,12,361,2,19,FALSE,1,
517,12,361,3,23,FALSE,1,
518,12,361,4,31,FALSE,1,
519,12,361,5,32,FALSE,1,
520,12,326,1,4,FALSE,1,
521,12,326,2,3,FALSE,1,
522,12,326,3,3,FALSE,1,
523,12,326,5,8,FALSE,1,
524,12,358,1,64,FALSE,1,
525,12,358,2,37,FALSE,1,
526,12,358,3,6,FALSE,1,
527,12,358,4,36,FALSE,1,
528,12,358,5,47,FALSE,1,
529,12,359,1,8,FALSE,1,
530,12,359,2,5,FALSE,1,
531,12,359,3,1,FALSE,1,
532,12,359,4,2,FALSE,1,
533,12,359,5,1,FALSE,1,
534,12,360,1,8,FALSE,1,
535,12,360,2,4,FALSE,1,
536,12,360,3,2,FALSE,1,
537,12,360,4,17,FALSE,1,
538,12,360,5,24,FALSE,1,
539,12,137,1,403,FALSE,1,
540,12,137,2,59,FALSE,1,
541,12,137,3,140,FALSE,1,
542,12,137,4,58,TRUE,0.3,
543,12,137,5,4,FALSE,1,
544,12,135,1,771,FALSE,1,
545,12,135,2,1427,FALSE,1,
546,12,135,3,96,TRUE,0.3,
547,12,135,4,383,TRUE,0.3,
548,12,135,5,394,TRUE,0.3,
549,12,206,2,1,FALSE,1,
550,12,206,3,1,FALSE,1,
551,12,183,1,5,FALSE,1,
552,12,183,2,10,FALSE,1,
553,12,183,4,19,FALSE,1,
554,12,183,5,42,FALSE,1,
555,12,78,1,2,FALSE,1,
556,12,78,3,1,FALSE,1,
557,12,23,1,11,FALSE,1,
558,12,23,2,8,FALSE,1,
559,12,23,3,4,FALSE,1,
560,12,23,4,4,FALSE,1,
561,12,23,5,6,FALSE,1,
562,12,84,2,1,FALSE,1,
563,12,84,3,6,FALSE,1,
564,12,84,4,0.5,FALSE,1,
565,12,356,1,0.2,FALSE,1,"on Xeno"
566,12,356,2,2,FALSE,1,
567,12,356,3,0.2,FALSE,1,"on Xeno"
568,12,356,4,0.2,FALSE,1,
569,12,356,5,0.2,FALSE,1,
570,13,132,1,12,FALSE,1,
571,13,132,2,16,FALSE,1,
572,13,132,3,27,FALSE,1,
573,13,132,4,23,FALSE,1,
574,13,132,5,37,FALSE,1,
575,13,327,1,92,FALSE,1,
576,13,327,2,78,FALSE,1,
577,13,327,3,87,FALSE,1,
578,13,327,4,85,FALSE,1,
579,13,327,5,73,FALSE,1,
580,13,92,1,1,FALSE,1,
581,13,92,2,0.5,FALSE,1,
582,13,92,3,2,FALSE,1,
583,13,92,4,3,FALSE,1,
584,13,92,5,2,FALSE,1,
585,13,336,3,0.2,FALSE,1,
586,13,19,2,0.1,FALSE,1,
587,13,278,1,1,FALSE,1,
588,13,278,2,4,FALSE,1,
589,13,278,3,1,FALSE,1,
590,13,278,4,13,FALSE,1,
591,13,278,5,17,FALSE,1,
592,13,364,2,3,FALSE,1,
593,13,50,1,23,FALSE,1,
594,13,50,2,24,FALSE,1,
595,13,50,3,15,FALSE,1,
596,13,50,4,1,FALSE,1,
597,13,50,5,12,FALSE,1,
598,13,357,4,3,FALSE,1,
599,13,357,5,3,FALSE,1,
600,13,143,1,1,FALSE,1,"individual kept"
601,13,365,3,1,FALSE,1,
602,13,40,2,2,FALSE,1,
603,13,40,3,2,FALSE,1,
604,13,39,2,1,FALSE,1,
605,13,39,5,2,FALSE,1,
606,13,163,1,13,FALSE,1,
607,13,163,2,6,FALSE,1,
608,13,163,4,4,FALSE,1,
609,13,163,5,3,FALSE,1,
610,13,323,1,14,FALSE,1,
611,13,323,2,14,FALSE,1,
612,13,323,3,2,FALSE,1,
613,13,323,4,12,FALSE,1,
614,13,323,5,10,FALSE,1,
615,13,358,1,6,FALSE,1,
616,13,358,2,3,FALSE,1,
617,13,358,3,2,FALSE,1,
618,13,358,4,26,FALSE,1,
619,13,358,5,29,FALSE,1,
620,13,359,1,1,FALSE,1,
621,13,359,2,3,FALSE,1,
622,13,359,3,3,FALSE,1,
623,13,359,4,1,FALSE,1,
624,13,359,5,3,FALSE,1,
625,13,360,1,5,FALSE,1,
626,13,360,2,4,FALSE,1,
627,13,360,3,2,FALSE,1,
628,13,360,4,5,FALSE,1,
629,13,360,5,8,FALSE,1,
630,13,361,1,83,FALSE,1,
631,13,361,2,31,FALSE,1,
632,13,361,3,38,FALSE,1,
633,13,361,4,77,FALSE,1,
634,13,361,5,31,FALSE,1,
635,13,137,1,8,FALSE,1,
636,13,137,2,41,TRUE,0.3,
637,13,137,4,21,TRUE,0.3,
638,13,137,5,40,FALSE,1,
639,13,135,1,356,FALSE,1,
640,13,135,2,381,FALSE,1,
641,13,135,3,291,TRUE,0.3,
642,13,135,4,302,TRUE,0.3,
643,13,135,5,478,TRUE,0.3,
644,13,206,3,1,FALSE,1,
645,13,183,1,23,FALSE,1,
646,13,183,2,10,FALSE,1,
647,13,183,3,4,FALSE,1,
648,13,183,4,19,FALSE,1,
649,13,183,5,14,FALSE,1,
650,13,304,2,1,FALSE,1,
651,13,78,4,1,FALSE,1,
652,13,23,1,5,FALSE,1,
653,13,23,2,8,FALSE,1,
654,13,23,3,10,FALSE,1,
655,13,23,4,2,FALSE,1,
656,13,23,5,8,FALSE,1,
657,13,84,1,1,FALSE,1,
658,13,84,2,9,FALSE,1,
659,13,84,3,0.5,FALSE,1,
660,13,356,5,0.2,FALSE,1,
661,14,114,2,1,FALSE,1,
662,14,114,3,1,FALSE,1,
663,14,114,4,1,FALSE,1,
664,14,114,5,1,FALSE,1,
665,14,132,1,2,FALSE,1,
666,14,132,2,11,FALSE,1,
667,14,132,3,11,FALSE,1,
668,14,132,4,34,FALSE,1,"Eggs in Epopella test"
669,14,132,5,10,FALSE,1,
670,14,327,1,64,FALSE,1,
671,14,327,2,20,FALSE,1,
672,14,327,3,32,FALSE,1,
673,14,327,4,5,FALSE,1,
674,14,327,5,30,FALSE,1,
675,14,92,1,2,FALSE,1,
676,14,92,2,4,FALSE,1,
677,14,92,3,4,FALSE,1,
678,14,92,4,20,FALSE,1,
679,14,92,5,10,FALSE,1,
680,14,336,4,0.1,FALSE,1,
681,14,19,1,0.5,FALSE,1,
682,14,19,2,1,FALSE,1,
683,14,19,3,1,FALSE,1,
684,14,19,4,1,FALSE,1,
685,14,19,5,0.1,FALSE,1,
686,14,156,1,4,FALSE,1,
687,14,156,2,43,FALSE,1,
688,14,156,3,18,FALSE,1,
689,14,156,4,20,FALSE,1,
690,14,156,5,6,FALSE,1,
691,14,166,2,2,FALSE,1,
692,14,166,3,1,FALSE,1,
693,14,166,4,0.1,FALSE,1,
694,14,278,1,30,FALSE,1,
695,14,278,3,11,FALSE,1,
696,14,278,4,1,FALSE,1,
697,14,278,5,19,FALSE,1,
698,14,50,1,12,FALSE,1,
699,14,50,2,24,FALSE,1,
700,14,50,3,17,FALSE,1,
701,14,50,4,20,FALSE,1,
702,14,50,5,8,FALSE,1,
703,14,143,1,1,FALSE,1,
704,14,143,2,2,FALSE,1,
705,14,143,3,4,FALSE,1,
706,14,143,4,2,FALSE,1,
707,14,143,5,3,FALSE,1,
708,14,11,2,1,FALSE,1,
709,14,11,3,1,FALSE,1,
710,14,357,1,2,FALSE,1,
711,14,357,2,1,FALSE,1,
712,14,357,3,4,FALSE,1,
713,14,357,5,6,FALSE,1,
714,14,164,1,1,FALSE,1,
715,14,164,2,1,FALSE,1,
716,14,40,4,4,FALSE,1,
717,14,39,2,2,FALSE,1,
718,14,163,1,9,FALSE,1,
719,14,163,2,6,FALSE,1,
720,14,163,3,9,FALSE,1,
721,14,163,4,8,FALSE,1,
722,14,163,5,5,FALSE,1,
723,14,323,1,14,FALSE,1,
724,14,323,2,3,FALSE,1,
725,14,323,3,15,FALSE,1,
726,14,323,4,4,FALSE,1,
727,14,326,2,3,FALSE,1,
728,14,326,3,6,FALSE,1,
729,14,358,1,10,TRUE,0.3,
730,14,358,2,29,TRUE,0.3,
731,14,358,3,25,TRUE,0.3,
732,14,358,4,35,TRUE,0.3,
733,14,358,5,100,FALSE,1,
734,14,359,2,1,TRUE,0.3,
735,14,359,3,1,TRUE,0.3,
736,14,359,4,3,TRUE,0.3,
737,14,360,1,1,TRUE,0.3,
738,14,360,2,1,TRUE,0.3,
739,14,360,3,2,TRUE,0.3,
740,14,360,4,1,TRUE,0.3,
741,14,361,1,12,TRUE,0.3,
742,14,361,2,22,TRUE,0.3,
743,14,361,3,59,TRUE,0.3,
744,14,361,4,30,TRUE,0.3,
745,14,361,5,250,FALSE,1,
746,14,135,1,1,FALSE,1,
747,14,135,3,20,FALSE,1,
748,14,135,5,10,FALSE,1,
