DS1921:  A734C000018D2021
Download at: 7/27/2007 9:29:14 AM

Mission State
-------------
Mission is in progress
Sample rate: 30 minute(s)
Roll-Over Enabled: no
Roll-Over Occured: n/a
Mission Start time:  07/10/2007  15:01 
Mission Start delay: 0 minute(s)
Mission Samples: 805
Device total samples: 100632
Temperatures displayed in: (Celsius)
High Threshold: 85.0°C
Low Threshold: -40.0°C
Temperature threshold alarm state: Conditional(none)  Alarm(none)
Current Real-Time Clock from DS1921: Friday  07/27/2007  09:29:19 
Current PC Time: Friday  07/27/2007  09:29:18 
Time Alarm mode: Alarm weekly
Alarm Time: Sunday 00:00:00
Alarm Time state: Conditional(yes)  Alarm(yes)

Temperature Alarms
------------------
Format: [(HIGH/LOW), Time/Date range]
 07/10/2007  18:31 , 13.5°C
 07/10/2007  19:01 , 13.5°C
 07/10/2007  19:31 , 14.0°C
 07/10/2007  20:01 , 14.0°C
 07/10/2007  20:31 , 14.0°C
 07/10/2007  21:01 , 14.0°C
 07/10/2007  21:31 , 14.0°C
 07/10/2007  22:01 , 14.0°C
 07/10/2007  22:31 , 14.0°C
 07/10/2007  23:01 , 14.0°C
 07/10/2007  23:31 , 14.0°C
 07/11/2007  00:01 , 14.0°C
 07/11/2007  00:31 , 14.0°C
 07/11/2007  01:01 , 14.0°C
 07/11/2007  01:31 , 13.5°C
 07/11/2007  02:01 , 13.5°C
 07/11/2007  02:31 , 13.5°C
 07/11/2007  03:01 , 13.5°C
 07/11/2007  03:31 , 13.5°C
 07/11/2007  04:01 , 13.5°C
 07/11/2007  04:31 , 13.5°C
 07/11/2007  05:01 , 13.5°C
 07/11/2007  05:31 , 13.5°C
 07/11/2007  06:01 , 13.5°C
 07/11/2007  06:31 , 13.5°C
 07/11/2007  07:01 , 13.5°C
 07/11/2007  07:31 , 13.5°C
 07/11/2007  08:01 , 13.5°C
 07/11/2007  08:31 , 13.5°C
 07/11/2007  09:01 , 13.5°C
 07/11/2007  09:31 , 13.5°C
 07/11/2007  10:01 , 13.5°C
 07/11/2007  10:31 , 14.0°C
 07/11/2007  11:01 , 14.0°C
 07/11/2007  11:31 , 14.0°C
 07/11/2007  12:01 , 14.0°C
 07/11/2007  12:31 , 14.0°C
 07/11/2007  13:01 , 14.0°C
 07/11/2007  13:31 , 14.5°C
 07/11/2007  14:01 , 14.5°C
 07/11/2007  14:31 , 14.5°C
 07/11/2007  15:01 , 14.5°C
 07/11/2007  15:31 , 14.5°C
 07/11/2007  16:01 , 14.5°C
 07/11/2007  16:31 , 14.5°C
 07/11/2007  17:01 , 14.5°C
 07/11/2007  17:31 , 14.5°C
 07/11/2007  18:01 , 14.5°C
 07/11/2007  18:31 , 14.5°C
 07/11/2007  19:01 , 15.0°C
 07/11/2007  19:31 , 15.0°C
 07/11/2007  20:01 , 15.0°C
 07/11/2007  20:31 , 15.0°C
 07/11/2007  21:01 , 15.0°C
 07/11/2007  21:31 , 14.5°C
 07/11/2007  22:01 , 14.5°C
 07/11/2007  22:31 , 14.5°C
 07/11/2007  23:01 , 14.5°C
 07/11/2007  23:31 , 14.5°C
 07/12/2007  00:01 , 14.5°C
 07/12/2007  00:31 , 14.0°C
 07/12/2007  01:01 , 14.0°C
 07/12/2007  01:31 , 14.0°C
 07/12/2007  02:01 , 14.0°C
 07/12/2007  02:31 , 14.0°C
 07/12/2007  03:01 , 14.0°C
 07/12/2007  03:31 , 14.0°C
 07/12/2007  04:01 , 14.0°C
 07/12/2007  04:31 , 13.5°C
 07/12/2007  05:01 , 13.5°C
 07/12/2007  05:31 , 13.5°C
 07/12/2007  06:01 , 13.5°C
 07/12/2007  06:31 , 13.5°C
 07/12/2007  07:01 , 13.5°C
 07/12/2007  07:31 , 13.5°C
 07/12/2007  08:01 , 13.5°C
 07/12/2007  08:31 , 13.5°C
 07/12/2007  09:01 , 13.5°C
 07/12/2007  09:31 , 13.5°C
 07/12/2007  10:01 , 13.5°C
 07/12/2007  10:31 , 14.0°C
 07/12/2007  11:01 , 14.0°C
 07/12/2007  11:31 , 14.0°C
 07/12/2007  12:01 , 14.0°C
 07/12/2007  12:31 , 14.0°C
 07/12/2007  13:01 , 14.0°C
 07/12/2007  13:31 , 14.0°C
 07/12/2007  14:01 , 14.0°C
 07/12/2007  14:31 , 14.5°C
 07/12/2007  15:01 , 14.5°C
 07/12/2007  15:31 , 14.5°C
 07/12/2007  16:01 , 14.5°C
 07/12/2007  16:31 , 14.5°C
 07/12/2007  17:01 , 14.5°C
 07/12/2007  17:31 , 14.5°C
 07/12/2007  18:01 , 14.5°C
 07/12/2007  18:31 , 14.5°C
 07/12/2007  19:01 , 14.5°C
 07/12/2007  19:31 , 14.5°C
 07/12/2007  20:01 , 14.5°C
 07/12/2007  20:31 , 14.5°C
 07/12/2007  21:01 , 14.5°C
 07/12/2007  21:31 , 14.5°C
 07/12/2007  22:01 , 14.5°C
 07/12/2007  22:31 , 14.5°C
 07/12/2007  23:01 , 14.5°C
 07/12/2007  23:31 , 14.0°C
 07/13/2007  00:01 , 14.0°C
 07/13/2007  00:31 , 14.0°C
 07/13/2007  01:01 , 14.0°C
 07/13/2007  01:31 , 14.0°C
 07/13/2007  02:01 , 14.0°C
 07/13/2007  02:31 , 14.0°C
 07/13/2007  03:01 , 13.5°C
 07/13/2007  03:31 , 13.5°C
 07/13/2007  04:01 , 13.5°C
 07/13/2007  04:31 , 13.5°C
 07/13/2007  05:01 , 13.5°C
 07/13/2007  05:31 , 13.5°C
 07/13/2007  06:01 , 13.5°C
 07/13/2007  06:31 , 13.5°C
 07/13/2007  07:01 , 13.0°C
 07/13/2007  07:31 , 13.0°C
 07/13/2007  08:01 , 13.0°C
 07/13/2007  08:31 , 13.0°C
 07/13/2007  09:01 , 13.0°C
 07/13/2007  09:31 , 13.5°C
 07/13/2007  10:01 , 13.5°C
 07/13/2007  10:31 , 13.5°C
 07/13/2007  11:01 , 13.5°C
 07/13/2007  11:31 , 13.5°C
 07/13/2007  12:01 , 14.0°C
 07/13/2007  12:31 , 14.0°C
 07/13/2007  13:01 , 14.0°C
 07/13/2007  13:31 , 14.0°C
 07/13/2007  14:01 , 14.0°C
 07/13/2007  14:31 , 14.0°C
 07/13/2007  15:01 , 14.0°C
 07/13/2007  15:31 , 14.5°C
 07/13/2007  16:01 , 14.5°C
 07/13/2007  16:31 , 14.5°C
 07/13/2007  17:01 , 14.5°C
 07/13/2007  17:31 , 14.5°C
 07/13/2007  18:01 , 14.5°C
 07/13/2007  18:31 , 14.5°C
 07/13/2007  19:01 , 14.5°C
 07/13/2007  19:31 , 14.5°C
 07/13/2007  20:01 , 14.5°C
 07/13/2007  20:31 , 14.5°C
 07/13/2007  21:01 , 14.5°C
 07/13/2007  21:31 , 14.5°C
 07/13/2007  22:01 , 14.5°C
 07/13/2007  22:31 , 14.5°C
 07/13/2007  23:01 , 14.5°C
 07/13/2007  23:31 , 14.0°C
 07/14/2007  00:01 , 14.0°C
 07/14/2007  00:31 , 14.0°C
 07/14/2007  01:01 , 14.0°C
 07/14/2007  01:31 , 14.0°C
 07/14/2007  02:01 , 13.5°C
 07/14/2007  02:31 , 13.5°C
 07/14/2007  03:01 , 13.5°C
 07/14/2007  03:31 , 13.5°C
 07/14/2007  04:01 , 13.5°C
 07/14/2007  04:31 , 13.5°C
 07/14/2007  05:01 , 13.5°C
 07/14/2007  05:31 , 13.5°C
 07/14/2007  06:01 , 13.5°C
 07/14/2007  06:31 , 13.0°C
 07/14/2007  07:01 , 13.0°C
 07/14/2007  07:31 , 13.0°C
 07/14/2007  08:01 , 13.0°C
 07/14/2007  08:31 , 13.0°C
 07/14/2007  09:01 , 13.0°C
 07/14/2007  09:31 , 13.0°C
 07/14/2007  10:01 , 13.5°C
 07/14/2007  10:31 , 13.5°C
 07/14/2007  11:01 , 13.5°C
 07/14/2007  11:31 , 13.5°C
 07/14/2007  12:01 , 14.0°C
 07/14/2007  12:31 , 14.0°C
 07/14/2007  13:01 , 14.0°C
 07/14/2007  13:31 , 14.0°C
 07/14/2007  14:01 , 14.0°C
 07/14/2007  14:31 , 14.0°C
 07/14/2007  15:01 , 14.0°C
 07/14/2007  15:31 , 14.0°C
 07/14/2007  16:01 , 14.5°C
 07/14/2007  16:31 , 14.5°C
 07/14/2007  17:01 , 14.5°C
 07/14/2007  17:31 , 14.5°C
 07/14/2007  18:01 , 14.5°C
 07/14/2007  18:31 , 14.5°C
 07/14/2007  19:01 , 14.5°C
 07/14/2007  19:31 , 14.5°C
 07/14/2007  20:01 , 14.5°C
 07/14/2007  20:31 , 14.5°C
 07/14/2007  21:01 , 14.5°C
 07/14/2007  21:31 , 14.5°C
 07/14/2007  22:01 , 14.5°C
 07/14/2007  22:31 , 14.5°C
 07/14/2007  23:01 , 14.5°C
 07/14/2007  23:31 , 14.0°C
 07/15/2007  00:01 , 14.0°C
 07/15/2007  00:31 , 14.0°C
 07/15/2007  01:01 , 14.0°C
 07/15/2007  01:31 , 14.0°C
 07/15/2007  02:01 , 14.0°C
 07/15/2007  02:31 , 14.0°C
 07/15/2007  03:01 , 14.0°C
 07/15/2007  03:31 , 13.5°C
 07/15/2007  04:01 , 13.5°C
 07/15/2007  04:31 , 13.5°C
 07/15/2007  05:01 , 13.5°C
 07/15/2007  05:31 , 13.5°C
 07/15/2007  06:01 , 13.5°C
 07/15/2007  06:31 , 13.5°C
 07/15/2007  07:01 , 13.5°C
 07/15/2007  07:31 , 13.5°C
 07/15/2007  08:01 , 13.5°C
 07/15/2007  08:31 , 13.5°C
 07/15/2007  09:01 , 13.5°C
 07/15/2007  09:31 , 13.5°C
 07/15/2007  10:01 , 13.5°C
 07/15/2007  10:31 , 13.5°C
 07/15/2007  11:01 , 14.0°C
 07/15/2007  11:31 , 14.0°C
 07/15/2007  12:01 , 14.0°C
 07/15/2007  12:31 , 14.0°C
 07/15/2007  13:01 , 14.0°C
 07/15/2007  13:31 , 14.5°C
 07/15/2007  14:01 , 14.5°C
 07/15/2007  14:31 , 14.5°C
 07/15/2007  15:01 , 14.5°C
 07/15/2007  15:31 , 14.5°C
 07/15/2007  16:01 , 14.5°C
 07/15/2007  16:31 , 14.5°C
 07/15/2007  17:01 , 14.5°C
 07/15/2007  17:31 , 14.5°C
 07/15/2007  18:01 , 14.5°C
 07/15/2007  18:31 , 14.5°C
 07/15/2007  19:01 , 14.5°C
 07/15/2007  19:31 , 14.5°C
 07/15/2007  20:01 , 14.5°C
 07/15/2007  20:31 , 14.5°C
 07/15/2007  21:01 , 15.0°C
 07/15/2007  21:31 , 14.5°C
 07/15/2007  22:01 , 14.5°C
 07/15/2007  22:31 , 14.5°C
 07/15/2007  23:01 , 14.5°C
 07/15/2007  23:31 , 14.5°C
 07/16/2007  00:01 , 14.5°C
 07/16/2007  00:31 , 14.0°C
 07/16/2007  01:01 , 14.0°C
 07/16/2007  01:31 , 14.0°C
 07/16/2007  02:01 , 14.0°C
 07/16/2007  02:31 , 14.0°C
 07/16/2007  03:01 , 14.0°C
 07/16/2007  03:31 , 13.5°C
 07/16/2007  04:01 , 13.5°C
 07/16/2007  04:31 , 13.5°C
 07/16/2007  05:01 , 13.5°C
 07/16/2007  05:31 , 13.5°C
 07/16/2007  06:01 , 13.5°C
 07/16/2007  06:31 , 13.5°C
 07/16/2007  07:01 , 13.5°C
 07/16/2007  07:31 , 13.0°C
 07/16/2007  08:01 , 13.0°C
 07/16/2007  08:31 , 13.0°C
 07/16/2007  09:01 , 13.0°C
 07/16/2007  09:31 , 13.0°C
 07/16/2007  10:01 , 13.0°C
 07/16/2007  10:31 , 13.5°C
 07/16/2007  11:01 , 13.5°C
 07/16/2007  11:31 , 13.5°C
 07/16/2007  12:01 , 13.5°C
 07/16/2007  12:31 , 13.5°C
 07/16/2007  13:01 , 14.0°C
 07/16/2007  13:31 , 14.0°C
 07/16/2007  14:01 , 14.0°C
 07/16/2007  14:31 , 14.0°C
 07/16/2007  15:01 , 14.0°C
 07/16/2007  15:31 , 14.0°C
 07/16/2007  16:01 , 14.0°C
 07/16/2007  16:31 , 14.5°C
 07/16/2007  17:01 , 14.5°C
 07/16/2007  17:31 , 14.5°C
 07/16/2007  18:01 , 14.5°C
 07/16/2007  18:31 , 14.5°C
 07/16/2007  19:01 , 14.5°C
 07/16/2007  19:31 , 14.5°C
 07/16/2007  20:01 , 14.5°C
 07/16/2007  20:31 , 14.5°C
 07/16/2007  21:01 , 14.5°C
 07/16/2007  21:31 , 14.5°C
 07/16/2007  22:01 , 14.5°C
 07/16/2007  22:31 , 14.5°C
 07/16/2007  23:01 , 14.5°C
 07/16/2007  23:31 , 14.0°C
 07/17/2007  00:01 , 14.0°C
 07/17/2007  00:31 , 14.0°C
 07/17/2007  01:01 , 14.0°C
 07/17/2007  01:31 , 14.0°C
 07/17/2007  02:01 , 14.0°C
 07/17/2007  02:31 , 14.0°C
 07/17/2007  03:01 , 14.0°C
 07/17/2007  03:31 , 14.0°C
 07/17/2007  04:01 , 13.5°C
 07/17/2007  04:31 , 13.5°C
 07/17/2007  05:01 , 13.5°C
 07/17/2007  05:31 , 13.5°C
 07/17/2007  06:01 , 13.5°C
 07/17/2007  06:31 , 13.5°C
 07/17/2007  07:01 , 13.5°C
 07/17/2007  07:31 , 13.5°C
 07/17/2007  08:01 , 13.5°C
 07/17/2007  08:31 , 13.5°C
 07/17/2007  09:01 , 13.5°C
 07/17/2007  09:31 , 13.5°C
 07/17/2007  10:01 , 13.5°C
 07/17/2007  10:31 , 13.5°C
 07/17/2007  11:01 , 13.5°C
 07/17/2007  11:31 , 14.0°C
 07/17/2007  12:01 , 14.0°C
 07/17/2007  12:31 , 14.0°C
 07/17/2007  13:01 , 14.0°C
 07/17/2007  13:31 , 14.0°C
 07/17/2007  14:01 , 14.0°C
 07/17/2007  14:31 , 14.5°C
 07/17/2007  15:01 , 14.5°C
 07/17/2007  15:31 , 14.5°C
 07/17/2007  16:01 , 14.5°C
 07/17/2007  16:31 , 14.5°C
 07/17/2007  17:01 , 14.5°C
 07/17/2007  17:31 , 14.5°C
 07/17/2007  18:01 , 14.5°C
 07/17/2007  18:31 , 14.5°C
 07/17/2007  19:01 , 14.5°C
 07/17/2007  19:31 , 14.5°C
 07/17/2007  20:01 , 14.5°C
 07/17/2007  20:31 , 14.5°C
 07/17/2007  21:01 , 14.5°C
 07/17/2007  21:31 , 14.5°C
 07/17/2007  22:01 , 14.5°C
 07/17/2007  22:31 , 14.5°C
 07/17/2007  23:01 , 14.5°C
 07/17/2007  23:31 , 14.5°C
 07/18/2007  00:01 , 14.0°C
 07/18/2007  00:31 , 14.0°C
 07/18/2007  01:01 , 14.0°C
 07/18/2007  01:31 , 14.0°C
 07/18/2007  02:01 , 14.0°C
 07/18/2007  02:31 , 14.0°C
 07/18/2007  03:01 , 14.0°C
 07/18/2007  03:31 , 14.0°C
 07/18/2007  04:01 , 13.5°C
 07/18/2007  04:31 , 13.5°C
 07/18/2007  05:01 , 13.5°C
 07/18/2007  05:31 , 13.5°C
 07/18/2007  06:01 , 13.5°C
 07/18/2007  06:31 , 13.5°C
 07/18/2007  07:01 , 13.5°C
 07/18/2007  07:31 , 13.5°C
 07/18/2007  08:01 , 13.5°C
 07/18/2007  08:31 , 13.5°C
 07/18/2007  09:01 , 13.5°C
 07/18/2007  09:31 , 13.5°C
 07/18/2007  10:01 , 13.5°C
 07/18/2007  10:31 , 13.5°C
 07/18/2007  11:01 , 13.5°C
 07/18/2007  11:31 , 14.0°C
 07/18/2007  12:01 , 14.0°C
 07/18/2007  12:31 , 14.0°C
 07/18/2007  13:01 , 14.0°C
 07/18/2007  13:31 , 14.0°C
 07/18/2007  14:01 , 14.0°C
 07/18/2007  14:31 , 14.0°C
 07/18/2007  15:01 , 14.0°C
 07/18/2007  15:31 , 14.0°C
 07/18/2007  16:01 , 14.5°C
 07/18/2007  16:31 , 14.5°C
 07/18/2007  17:01 , 14.5°C
 07/18/2007  17:31 , 14.5°C
 07/18/2007  18:01 , 14.5°C
 07/18/2007  18:31 , 14.5°C
 07/18/2007  19:01 , 14.5°C
 07/18/2007  19:31 , 14.5°C
 07/18/2007  20:01 , 14.5°C
 07/18/2007  20:31 , 14.5°C
 07/18/2007  21:01 , 14.5°C
 07/18/2007  21:31 , 14.5°C
 07/18/2007  22:01 , 14.5°C
 07/18/2007  22:31 , 14.5°C
 07/18/2007  23:01 , 14.5°C
 07/18/2007  23:31 , 14.5°C
 07/19/2007  00:01 , 14.5°C
 07/19/2007  00:31 , 14.0°C
 07/19/2007  01:01 , 14.0°C
 07/19/2007  01:31 , 14.0°C
 07/19/2007  02:01 , 14.0°C
 07/19/2007  02:31 , 14.0°C
 07/19/2007  03:01 , 14.0°C
 07/19/2007  03:31 , 14.0°C
 07/19/2007  04:01 , 14.0°C
 07/19/2007  04:31 , 13.5°C
 07/19/2007  05:01 , 13.5°C
 07/19/2007  05:31 , 13.5°C
 07/19/2007  06:01 , 13.5°C
 07/19/2007  06:31 , 13.5°C
 07/19/2007  07:01 , 13.5°C
 07/19/2007  07:31 , 13.5°C
 07/19/2007  08:01 , 13.5°C
 07/19/2007  08:31 , 13.5°C
 07/19/2007  09:01 , 13.5°C
 07/19/2007  09:31 , 13.5°C
 07/19/2007  10:01 , 13.5°C
 07/19/2007  10:31 , 13.5°C
 07/19/2007  11:01 , 14.0°C
 07/19/2007  11:31 , 14.0°C
 07/19/2007  12:01 , 14.0°C
 07/19/2007  12:31 , 14.0°C
 07/19/2007  13:01 , 14.0°C
 07/19/2007  13:31 , 14.0°C
 07/19/2007  14:01 , 14.0°C
 07/19/2007  14:31 , 14.0°C
 07/19/2007  15:01 , 14.5°C
 07/19/2007  15:31 , 14.5°C
 07/19/2007  16:01 , 14.5°C
 07/19/2007  16:31 , 14.5°C
 07/19/2007  17:01 , 14.5°C
 07/19/2007  17:31 , 14.5°C
 07/19/2007  18:01 , 14.5°C
 07/19/2007  18:31 , 14.5°C
 07/19/2007  19:01 , 14.5°C
 07/19/2007  19:31 , 14.5°C
 07/19/2007  20:01 , 14.5°C
 07/19/2007  20:31 , 14.5°C
 07/19/2007  21:01 , 15.0°C
 07/19/2007  21:31 , 15.0°C
 07/19/2007  22:01 , 14.5°C
 07/19/2007  22:31 , 14.5°C
 07/19/2007  23:01 , 14.5°C
 07/19/2007  23:31 , 14.5°C
 07/20/2007  00:01 , 14.5°C
 07/20/2007  00:31 , 14.5°C
 07/20/2007  01:01 , 14.5°C
 07/20/2007  01:31 , 14.0°C
 07/20/2007  02:01 , 14.0°C
 07/20/2007  02:31 , 14.0°C
 07/20/2007  03:01 , 14.0°C
 07/20/2007  03:31 , 14.0°C
 07/20/2007  04:01 , 14.0°C
 07/20/2007  04:31 , 14.0°C
 07/20/2007  05:01 , 14.0°C
 07/20/2007  05:31 , 13.5°C
 07/20/2007  06:01 , 13.5°C
 07/20/2007  06:31 , 13.5°C
 07/20/2007  07:01 , 13.5°C
 07/20/2007  07:31 , 13.5°C
 07/20/2007  08:01 , 13.5°C
 07/20/2007  08:31 , 13.5°C
 07/20/2007  09:01 , 13.5°C
 07/20/2007  09:31 , 13.5°C
 07/20/2007  10:01 , 13.5°C
 07/20/2007  10:31 , 14.0°C
 07/20/2007  11:01 , 9.5°C
 07/20/2007  11:31 , 10.5°C
 07/20/2007  12:01 , 10.5°C
 07/20/2007  12:31 , 11.0°C
 07/20/2007  13:01 , 11.5°C
 07/20/2007  13:31 , 12.0°C
 07/20/2007  14:01 , 12.0°C
 07/20/2007  14:31 , 12.5°C
 07/20/2007  15:01 , 12.5°C
 07/20/2007  15:31 , 12.5°C
 07/20/2007  16:01 , 13.0°C
 07/20/2007  16:31 , 13.0°C
 07/20/2007  17:01 , 13.0°C
 07/20/2007  17:31 , 13.5°C
 07/20/2007  18:01 , 13.5°C
 07/20/2007  18:31 , 13.5°C
 07/20/2007  19:01 , 13.5°C
 07/20/2007  19:31 , 13.5°C
 07/20/2007  20:01 , 14.0°C
 07/20/2007  20:31 , 14.0°C
 07/20/2007  21:01 , 14.0°C
 07/20/2007  21:31 , 14.0°C
 07/20/2007  22:01 , 14.0°C
 07/20/2007  22:31 , 14.0°C
 07/20/2007  23:01 , 14.0°C
 07/20/2007  23:31 , 14.0°C
 07/21/2007  00:01 , 14.0°C
 07/21/2007  00:31 , 14.0°C
 07/21/2007  01:01 , 14.0°C
 07/21/2007  01:31 , 14.0°C
 07/21/2007  02:01 , 14.0°C
 07/21/2007  02:31 , 14.0°C
 07/21/2007  03:01 , 13.5°C
 07/21/2007  03:31 , 13.5°C
 07/21/2007  04:01 , 13.5°C
 07/21/2007  04:31 , 13.5°C
 07/21/2007  05:01 , 13.5°C
 07/21/2007  05:31 , 13.5°C
 07/21/2007  06:01 , 13.5°C
 07/21/2007  06:31 , 13.5°C
 07/21/2007  07:01 , 13.5°C
 07/21/2007  07:31 , 13.5°C
 07/21/2007  08:01 , 13.5°C
 07/21/2007  08:31 , 13.5°C
 07/21/2007  09:01 , 13.5°C
 07/21/2007  09:31 , 13.5°C
 07/21/2007  10:01 , 13.5°C
 07/21/2007  10:31 , 14.0°C
 07/21/2007  11:01 , 14.0°C
 07/21/2007  11:31 , 14.0°C
 07/21/2007  12:01 , 14.0°C
 07/21/2007  12:31 , 14.0°C
 07/21/2007  13:01 , 14.0°C
 07/21/2007  13:31 , 14.0°C
 07/21/2007  14:01 , 14.0°C
 07/21/2007  14:31 , 14.5°C
 07/21/2007  15:01 , 14.5°C
 07/21/2007  15:31 , 14.5°C
 07/21/2007  16:01 , 14.5°C
 07/21/2007  16:31 , 14.5°C
 07/21/2007  17:01 , 14.5°C
 07/21/2007  17:31 , 14.5°C
 07/21/2007  18:01 , 14.5°C
 07/21/2007  18:31 , 14.5°C
 07/21/2007  19:01 , 14.5°C
 07/21/2007  19:31 , 14.5°C
 07/21/2007  20:01 , 14.5°C
 07/21/2007  20:31 , 14.5°C
 07/21/2007  21:01 , 14.5°C
 07/21/2007  21:31 , 14.5°C
 07/21/2007  22:01 , 14.5°C
 07/21/2007  22:31 , 14.5°C
 07/21/2007  23:01 , 14.5°C
 07/21/2007  23:31 , 14.5°C
 07/22/2007  00:01 , 14.0°C
 07/22/2007  00:31 , 14.0°C
 07/22/2007  01:01 , 14.0°C
 07/22/2007  01:31 , 14.0°C
 07/22/2007  02:01 , 14.0°C
 07/22/2007  02:31 , 14.0°C
 07/22/2007  03:01 , 14.0°C
 07/22/2007  03:31 , 13.5°C
 07/22/2007  04:01 , 13.5°C
 07/22/2007  04:31 , 13.5°C
 07/22/2007  05:01 , 13.5°C
 07/22/2007  05:31 , 13.5°C
 07/22/2007  06:01 , 13.5°C
 07/22/2007  06:31 , 13.5°C
 07/22/2007  07:01 , 13.5°C
 07/22/2007  07:31 , 13.5°C
 07/22/2007  08:01 , 13.5°C
 07/22/2007  08:31 , 13.5°C
 07/22/2007  09:01 , 13.5°C
 07/22/2007  09:31 , 13.5°C
 07/22/2007  10:01 , 14.0°C
 07/22/2007  10:31 , 14.0°C
 07/22/2007  11:01 , 14.0°C
 07/22/2007  11:31 , 14.0°C
 07/22/2007  12:01 , 14.5°C
 07/22/2007  12:31 , 14.5°C
 07/22/2007  13:01 , 14.5°C
 07/22/2007  13:31 , 14.5°C
 07/22/2007  14:01 , 14.5°C
 07/22/2007  14:31 , 14.5°C
 07/22/2007  15:01 , 14.5°C
 07/22/2007  15:31 , 14.5°C
 07/22/2007  16:01 , 14.5°C
 07/22/2007  16:31 , 14.5°C
 07/22/2007  17:01 , 14.5°C
 07/22/2007  17:31 , 14.5°C
 07/22/2007  18:01 , 14.5°C
 07/22/2007  18:31 , 14.5°C
 07/22/2007  19:01 , 14.5°C
 07/22/2007  19:31 , 14.5°C
 07/22/2007  20:01 , 14.5°C
 07/22/2007  20:31 , 14.5°C
 07/22/2007  21:01 , 14.5°C
 07/22/2007  21:31 , 14.5°C
 07/22/2007  22:01 , 14.0°C
 07/22/2007  22:31 , 14.0°C
 07/22/2007  23:01 , 14.0°C
 07/22/2007  23:31 , 14.0°C
 07/23/2007  00:01 , 14.0°C
 07/23/2007  00:31 , 14.0°C
 07/23/2007  01:01 , 14.0°C
 07/23/2007  01:31 , 13.5°C
 07/23/2007  02:01 , 13.5°C
 07/23/2007  02:31 , 13.5°C
 07/23/2007  03:01 , 13.5°C
 07/23/2007  03:31 , 13.5°C
 07/23/2007  04:01 , 13.5°C
 07/23/2007  04:31 , 13.5°C
 07/23/2007  05:01 , 13.5°C
 07/23/2007  05:31 , 13.0°C
 07/23/2007  06:01 , 13.0°C
