"IndividualID","CensusID","TideZoneID","SpeciesID","Size","SizeComment"
109,1,4,132,13,
110,1,4,132,6,
111,1,4,132,13,
112,1,4,132,13,
113,1,4,132,14,
114,1,4,132,12,
115,1,4,132,12,
116,1,4,132,12,
117,1,4,132,12,
118,1,4,132,16,
119,1,4,132,14,
120,1,4,132,12,
121,1,4,132,12,
122,1,4,132,9,
123,1,4,132,10,
124,1,4,278,11,
125,1,4,278,2,
126,1,4,278,4,
127,1,4,278,10,
128,1,4,278,12,
129,1,4,278,9,
130,1,4,278,11,
131,1,4,278,11,
132,1,4,278,10,
133,1,4,278,8,
134,1,4,278,14,
135,1,4,278,6,
136,1,4,278,8,
137,1,4,278,11,
138,1,4,278,9,
139,1,4,278,13,
140,1,4,278,13,
141,1,4,278,8,
142,1,4,278,7,
143,1,4,278,5,
144,1,4,278,9,
145,1,4,278,12,
146,1,4,278,14,
147,1,4,278,13,
148,1,4,278,3,
149,1,4,278,9,
150,1,4,278,15,
151,1,4,278,6,
152,1,4,278,3,
153,1,4,278,9,
154,1,4,278,7,
155,1,4,278,11,
156,1,4,278,10,
157,1,4,278,7,
158,1,4,278,5,
159,1,4,278,3,
160,1,4,278,12,
161,1,4,278,7,
162,1,4,278,8,
163,1,4,278,2,
164,1,4,278,7,
165,1,4,278,7,
166,1,4,278,13,
167,1,4,278,7,
168,1,4,278,10,
169,1,4,278,14,
170,1,4,278,9,
171,1,4,278,11,
172,1,4,278,9,
173,1,4,278,4,
174,1,4,278,11,
175,1,4,278,10,
176,1,4,278,9,
177,1,4,278,5,
178,1,4,278,11,
179,1,4,278,13,
180,1,4,278,11,
181,1,4,278,8,
182,1,4,278,6,
183,1,4,278,7,
184,1,4,278,4,
185,1,4,278,16,
186,1,4,278,9,
187,1,4,278,8,
188,1,4,278,2,
189,1,4,278,9,
190,1,4,278,14,
191,1,4,278,7,
192,1,4,278,5,
193,1,4,278,7,
194,1,4,278,2,
195,1,4,278,9,
196,1,4,278,7,
197,1,4,278,11,
198,1,4,278,11,
199,1,4,278,9,
200,1,4,278,9,
201,1,4,278,9,
202,1,4,278,16,
203,1,4,278,5,
204,1,4,278,6,
205,1,4,278,8,
206,1,4,278,2,
207,1,4,278,9,
208,1,4,278,11,
209,1,4,278,6,
210,1,4,278,8,
211,1,4,278,7,
212,1,4,278,7,
213,1,4,278,8,
214,1,4,278,8,
215,1,4,278,2,
216,1,4,278,4,
217,1,4,278,2,
218,1,4,278,11,
219,1,4,278,9,
220,1,4,278,8,
221,1,4,278,4,
222,1,4,278,11,
223,1,4,278,9,
224,1,4,278,6,
225,1,4,278,8,
226,1,4,278,8,
227,1,4,278,6,
228,1,4,278,5,
229,1,4,278,2,
230,1,4,278,10,
231,1,4,278,8,
232,1,4,278,8,
233,1,4,278,4,
234,1,4,278,2,
235,1,4,278,6,
236,1,4,278,9,
237,1,4,278,9,
238,1,4,278,4,
239,1,4,278,7,
240,1,4,278,8,
241,1,4,278,5,
242,1,4,278,5,
243,1,4,278,5,
244,1,4,278,7,
245,1,4,278,9,
246,1,4,278,4,
247,1,4,278,1,
248,1,4,278,7,
249,1,4,278,8,
250,1,4,278,1,
251,1,4,278,7,
252,1,4,278,6,
253,1,4,278,9,
254,1,4,278,11,
255,1,4,278,8,
256,1,4,278,8,
257,1,4,278,4,
258,1,4,278,6,
259,1,4,278,6,
260,1,4,278,6,
261,1,4,278,6,
262,1,4,278,5,
263,1,4,278,6,
264,1,4,278,5,
265,1,4,278,9,
266,1,4,278,7,
267,1,4,278,6,
268,1,4,278,9,
269,1,4,278,8,
270,1,4,278,6,
271,1,4,278,8,
272,1,4,278,8,
273,1,4,278,6,
274,1,4,278,3,
275,1,4,278,3,
276,1,4,278,4,
277,1,4,278,5,
278,1,4,278,5,
279,1,4,278,3,
280,1,4,278,2,
281,1,4,278,7,
282,1,4,278,5,
283,1,4,278,7,
284,1,4,278,2,
285,1,4,278,5,
286,1,4,278,8,
287,1,4,278,3,
288,1,4,278,3,
289,1,4,278,5,
290,1,4,278,3,
291,1,4,278,3,
292,1,4,278,5,
293,1,4,278,8,
294,1,4,278,6,
295,1,4,278,7,
296,1,4,278,6,
297,1,4,278,5,
298,1,4,278,4,
299,1,4,278,6,
300,1,4,278,3,
301,1,4,278,4,
302,1,4,278,5,
303,1,4,278,6,
304,1,4,278,6,
305,1,4,278,6,
306,1,4,278,5,
307,1,4,278,6,
308,1,4,278,2,
309,1,4,278,6,
310,1,4,278,6,
311,1,4,278,4,
312,1,4,278,5,
313,1,4,278,5,
314,1,4,278,6,
315,1,4,278,4,
316,1,4,278,5,
317,1,4,278,2,
318,1,4,278,5,
319,1,4,278,2,
320,1,4,278,6,
321,1,4,278,4,
322,1,4,278,3,
323,1,4,278,3,
324,1,4,278,3,
325,1,4,278,4,
326,1,4,278,4,
327,1,4,278,2,
330,1,3,163,6,
331,1,3,163,5,
332,1,3,163,5,
333,1,3,163,6,
334,1,3,163,6,
335,1,3,163,6,
336,1,3,163,7,
337,1,3,163,4,
338,1,3,163,5,
339,1,3,163,4,
340,1,3,163,7,
341,1,3,163,6,
342,1,3,163,4,
343,1,3,163,7,
344,1,3,163,12,
345,1,3,163,6,
346,1,3,163,7,
347,1,3,163,6,
348,1,3,163,7,
349,1,3,163,5,
350,1,3,163,8,
351,1,3,163,8,
352,1,3,163,5,
353,1,3,163,6,
354,1,3,163,8,
355,1,3,163,4,
356,1,3,163,5,
357,1,3,163,6,
358,1,3,163,4,
359,1,3,163,7,
360,1,3,163,5,
361,1,3,163,5,
363,1,3,323,6,
364,1,3,323,5,
365,1,3,323,6,
366,1,3,323,8,
367,1,3,323,5,
368,1,3,323,4,
369,1,3,323,4,
370,1,3,323,4,
371,1,3,323,4,
372,1,3,342,2,
373,1,3,342,3,
374,1,3,304,11,
375,1,3,304,9,
376,1,3,143,12,
377,1,3,143,8,
378,1,3,143,9,
379,1,3,143,10,
380,1,3,143,6,
381,1,3,143,14,
382,1,3,33,3,
383,1,3,39,4,
384,1,3,39,4,
385,1,3,39,4,
386,1,3,39,4,
387,1,3,156,61,"all in 20x20 cm core"
388,1,3,156,5,
389,1,3,156,50,
390,1,3,156,4,
391,1,3,156,4,
392,1,3,156,3,
393,1,3,156,3,
394,1,3,156,2,
395,1,3,156,2,
396,1,3,156,64,
397,1,3,156,47,
398,1,3,156,51,
399,1,3,156,47,
400,1,3,156,52,
401,1,3,156,51,
402,1,3,156,10,
403,1,3,156,55,
404,1,3,156,14,
405,1,3,156,54,
406,1,3,156,66,
407,1,3,156,18,
408,1,3,156,61,
409,1,3,156,40,
410,1,3,156,25,
411,1,3,156,10,
412,1,3,156,51,
413,1,3,156,14,
414,1,3,156,51,
415,1,3,156,56,
416,1,3,156,51,
417,1,3,156,44,
418,1,3,156,37,
419,1,3,156,21,
420,1,3,156,32,
421,1,3,156,53,
422,1,3,156,27,
423,1,3,156,3,
424,1,3,156,57,
425,1,3,156,38,
426,1,3,156,56,
427,1,3,156,51,
428,1,3,156,58,
429,1,3,156,62,
430,1,3,156,46,
431,1,3,156,52,
432,1,3,156,33,
433,1,3,156,48,
434,1,3,156,64,
435,1,3,156,48,
436,1,3,156,46,
437,1,3,156,49,
438,1,3,156,49,
439,1,3,156,49,
440,1,3,156,55,
441,1,3,156,10,
442,1,3,156,44,
443,1,3,156,19,
444,1,3,156,46,
445,1,3,156,49,
446,1,3,156,9,
447,1,3,156,19,
448,1,3,156,49,
449,1,3,156,33,
450,1,3,156,50,
451,1,3,156,46,
452,1,3,156,13,
453,1,3,156,14,
454,1,3,156,13,
455,1,3,156,10,
456,1,3,156,59,
457,1,3,156,47,
458,1,3,156,59,
459,1,3,156,27,
460,1,3,156,32,
461,1,3,156,20,
462,1,3,156,19,
463,1,3,156,8,
464,1,3,156,23,
465,1,3,156,21,
466,1,3,156,32,
467,1,3,156,25,
468,1,3,156,38,
469,1,3,156,45,
470,1,3,156,71,
471,1,3,156,6,
472,1,3,156,7,
473,1,3,156,64,
474,1,3,156,22,
475,1,3,156,56,
476,1,3,156,8,
477,1,3,156,44,
478,1,3,156,46,
479,1,3,156,15,
480,1,3,156,14,
481,1,3,166,51,"All Perna from same Mytilus core"
482,1,3,166,55,
483,1,3,166,58,
484,1,3,166,25,
485,1,3,166,58,
486,1,3,166,59,
487,1,3,166,62,
488,1,3,166,44,
489,1,3,166,39,
490,1,3,166,34,
491,1,3,166,57,
492,1,3,166,27,
493,1,3,166,47,
494,1,3,166,44,
495,1,3,166,54,
496,1,3,166,36,
497,1,3,166,24,
498,1,3,166,62,
499,1,3,166,52,
500,1,3,166,34,
501,1,3,166,43,
502,1,3,166,51,
503,1,3,166,41,
504,1,3,166,29,
505,1,3,166,21,
506,1,3,166,61,
507,1,3,166,42,
508,1,3,166,52,
509,1,3,166,52,
510,1,3,166,34,
511,1,3,166,59,
512,1,3,166,57,
513,1,3,166,56,
514,1,3,166,30,
515,1,3,166,45,
516,1,3,166,23,
517,1,3,166,22,
518,1,3,166,26,
519,1,3,19,40,"All Aulocomya in Mytilus core"
520,1,3,19,36,
521,1,3,19,37,
522,1,3,19,22,
523,1,3,19,15,
524,1,3,19,9,
525,1,3,19,19,
526,1,3,19,9,
527,1,3,19,22,
528,1,3,19,13,
529,1,3,19,10,
530,1,3,19,10,
531,1,3,19,24,
532,1,3,361,5,
533,1,3,361,7,
534,1,3,361,4,
535,1,3,361,3,
536,1,3,361,3,
537,1,3,361,4,
538,1,3,361,3,
539,1,3,361,3,
540,1,3,361,4,
541,1,3,361,5,
542,1,3,361,3,
543,1,3,361,5,
544,1,3,361,3,
545,1,3,358,3,
546,1,3,358,5,
547,1,3,358,5,
548,1,3,358,4,
549,1,3,358,4,
550,1,3,358,5,
551,1,3,358,4,
552,1,3,358,1,
553,1,3,358,5,
554,1,3,358,4,
555,1,3,358,1,
556,1,3,358,5,
557,1,3,358,5,
558,1,3,358,3,
559,1,3,358,3,
560,1,3,358,3,
561,1,3,358,3,
562,1,3,358,3,
563,1,3,358,4,
564,1,3,358,5,
565,1,3,358,3,
566,1,3,358,2,
567,1,3,358,3,
568,1,3,360,2,
569,1,3,360,3,
570,1,3,360,3,
571,1,3,360,4,
572,1,3,360,4,
573,1,3,360,3,
574,1,3,360,3,
575,1,3,360,4,
576,1,3,360,3,
577,1,3,360,2,
578,1,3,360,4,
579,1,3,360,6,
580,1,3,359,3,
581,1,3,359,3,
582,1,3,359,4,
583,1,3,359,3,
584,1,3,359,1,
585,1,3,359,4,
586,1,3,39,3,
587,1,3,50,11,
588,1,3,50,6,
589,1,3,50,19,
590,1,3,323,8,
591,1,3,369,12,"scaleworm"
592,1,4,40,27,
593,1,4,40,32,
594,1,4,40,31,
595,1,4,40,24,
596,1,4,40,27,
597,1,4,40,24,
598,1,4,40,24,
599,1,4,304,11,
600,1,4,342,3,
601,1,4,24,26,
602,1,4,24,16,
603,5,3,323,5,
604,5,3,323,4,
605,5,3,323,4,
606,5,3,323,9,
607,5,3,323,8,
608,5,3,323,3,
609,5,3,323,7,
610,5,3,163,7,
611,5,3,163,6,
612,5,3,163,5,
613,5,3,163,3,
614,5,3,50,17,
615,5,3,50,26,
616,5,3,50,16,
617,5,3,50,34,
618,5,3,50,14,
619,5,3,50,15,
620,5,3,50,16,
621,5,3,50,15,
622,5,3,50,23,
623,5,3,50,24,
624,5,3,50,9,
625,5,3,50,27,
626,5,3,50,14,
627,5,3,50,11,
628,5,3,50,8,
629,5,3,50,22,
630,5,3,50,17,
631,5,3,50,19,
632,5,3,50,31,
633,5,3,50,28,
634,5,3,50,7,
635,5,3,50,30,
636,5,3,50,26,
637,5,3,50,14,
638,5,3,50,14,
639,5,3,50,13,
640,5,3,50,23,
641,5,3,50,25,
642,5,3,50,7,
643,5,3,50,30,
644,5,3,50,13,
645,5,3,78,6,
646,5,3,78,3,
647,5,3,78,2,
648,5,3,78,2,
649,5,3,78,3,
650,5,3,78,2,
651,5,3,132,7,
652,5,3,132,6,
653,5,3,132,6,
654,5,3,132,5,
655,5,3,132,10,
656,5,3,50,14,
657,5,3,50,28,
658,5,3,50,28,
659,5,3,50,21,
660,5,3,50,20,
661,5,3,50,32,
662,5,3,50,23,
663,5,3,50,23,
664,5,3,50,8,
665,5,3,50,18,
666,5,3,50,14,
667,5,3,50,16,
668,5,3,50,29,
669,5,3,50,12,
670,5,3,50,11,
671,5,3,50,27,
672,5,3,50,10,
673,5,3,50,6,
674,5,3,50,16,
675,5,3,50,31,
676,5,3,50,30,
677,5,3,50,14,
678,5,3,50,19,
679,5,3,50,34,
680,5,3,50,32,
681,5,3,50,17,
682,5,3,50,11,
683,5,3,50,22,
684,5,3,50,11,
685,5,3,50,6,
686,5,3,50,27,
687,5,3,50,22,
688,5,3,50,3,
689,5,3,50,9,
690,5,3,50,28,
691,5,3,50,24,
692,5,3,33,5,
693,5,3,33,6,
694,5,3,342,5,
695,5,3,342,6,
696,5,3,206,10,
697,5,3,183,1,
698,5,3,183,2,
699,5,3,183,2,
700,5,3,183,1,
701,5,3,183,2,
702,5,3,183,2,
703,5,3,183,1,
704,5,3,183,1,
705,5,3,183,1,
706,5,3,183,2,
707,5,3,183,1,
708,5,3,183,1,
709,5,3,183,2,
710,5,3,183,2,
711,5,3,183,2,
712,5,3,183,1,
713,5,3,183,1,
714,5,3,183,1,
715,5,3,183,1,
716,5,3,183,2,
717,5,3,183,2,
718,5,3,183,2,
719,5,3,183,1,
720,5,3,183,1,
721,5,3,183,3,
722,5,3,183,3,
723,5,3,183,3,
724,5,3,183,3,
725,5,3,183,2,
726,5,3,183,2,
727,5,3,183,1,
728,5,3,183,2,
729,5,3,183,3,
730,5,3,183,1,
731,5,3,183,1,
732,5,3,183,2,
733,5,3,183,2,
734,5,3,183,2,
735,5,3,183,2,
736,5,3,183,1,
737,5,3,183,1,
738,5,3,183,2,
739,5,3,183,1,
740,5,3,183,2,
741,5,3,183,1,
742,5,3,183,1,
743,5,3,183,2,
744,5,3,183,2,
745,5,3,183,2,
746,5,3,183,1,
747,5,3,183,3,
748,5,3,163,7,
749,5,3,163,9,
750,5,3,163,6,
751,5,3,163,8,
752,5,3,163,7,
753,5,3,163,5,
754,5,3,163,7,
755,5,3,163,7,
756,5,3,163,4,
757,5,3,163,4,
758,5,3,163,5,
759,5,3,163,4,
760,5,3,163,6,
761,5,3,163,8,
762,5,3,163,4,
763,5,3,163,7,
764,5,3,163,4,
765,5,3,323,7,
766,5,3,323,8,
767,5,3,323,7,
768,5,3,323,8,
769,5,3,323,6,
770,5,3,323,4,
771,5,3,323,4,
772,5,3,323,6,
773,5,3,323,6,
774,5,3,323,9,
775,5,3,323,4,
776,5,3,323,9,
777,5,3,323,5,
778,5,3,147,22,
779,5,3,132,9,
780,5,3,132,10,
781,5,3,132,14,
782,5,3,132,8,
783,5,3,132,8,
784,5,3,132,7,
785,5,3,132,11,
786,5,3,132,9,
787,5,3,132,9,
788,5,3,132,10,
789,5,3,132,14,
790,5,3,132,12,
791,5,3,132,6,
792,5,3,132,14,
793,5,3,132,14,
794,5,3,132,8,
795,5,3,132,8,
796,5,3,132,9,
797,5,3,206,29,
798,5,3,33,5,
799,5,3,33,5,
800,5,3,33,6,
801,5,3,78,3,
802,5,3,78,3,
803,5,3,132,16,
804,5,3,132,8,
805,5,3,132,10,
806,5,3,132,7,
807,5,3,132,12,
808,5,3,132,12,
809,5,3,132,13,
810,5,3,132,4,
811,5,3,132,6,
812,5,3,132,8,
813,5,3,132,6,
814,5,3,132,13,
815,5,3,143,7,
816,5,3,143,10,
817,5,3,143,7,
818,5,3,143,7,
819,5,3,163,4,
820,5,3,163,5,
821,5,3,163,9,
822,5,3,163,6,
823,5,3,163,5,
824,5,3,163,7,
825,5,3,163,5,
826,5,3,163,7,
827,5,3,163,4,
828,5,3,163,6,
829,5,3,163,4,
830,5,3,163,6,
831,5,3,163,8,
832,5,3,163,7,
833,5,3,163,6,
834,5,3,132,18,
835,5,3,132,15,
836,5,3,132,14,
837,5,3,132,15,
838,5,3,132,14,
839,5,3,132,17,
840,5,3,132,15,
841,5,3,132,11,
842,5,3,132,12,
843,5,3,132,10,
844,5,3,132,7,
845,5,3,132,11,
846,5,3,132,10,
847,5,3,132,10,
848,5,3,132,8,
849,5,3,304,6,
850,5,3,304,9,
851,5,3,304,11,
852,5,3,304,11,
853,5,3,304,10,
854,5,3,304,8,
855,5,3,304,11,
856,5,3,304,5,
857,5,3,304,11,
858,5,3,304,11,
859,5,3,304,10,
860,5,3,304,13,
861,5,3,304,11,
862,5,3,132,6,
863,5,3,132,8,
864,5,3,132,7,
865,5,3,132,9,
866,5,3,132,9,
867,5,3,132,11,
868,5,3,132,12,
869,5,3,132,14,
870,5,3,132,9,
871,5,3,132,7,
872,5,3,132,10,
873,5,3,132,10,
874,5,3,132,10,
875,5,3,132,11,
876,5,3,132,9,
877,5,3,132,15,
878,5,3,132,8,
879,5,3,132,7,
880,5,3,132,16,
881,5,3,132,9,
882,5,3,132,6,
883,5,3,132,6,
884,5,3,132,7,
885,5,3,132,10,
886,5,3,132,13,
887,5,3,132,11,
888,5,3,132,11,
889,5,3,132,9,
890,5,3,132,7,
891,5,3,132,6,
892,5,3,132,6,
893,5,3,132,14,
894,5,3,132,13,
895,5,3,323,5,
896,5,3,323,5,
897,5,3,323,8,
898,5,3,323,6,
899,5,3,323,9,
900,5,3,323,6,
901,5,3,323,7,
902,5,3,323,6,
903,5,3,323,8,
904,5,3,323,6,
905,5,3,323,10,
906,5,3,323,5,
907,5,3,323,5,
908,5,3,323,5,
909,5,3,323,6,
910,5,3,323,5,
911,5,3,323,10,
912,5,3,323,6,
913,5,3,323,5,
914,5,3,323,7,
915,5,3,323,4,
916,5,3,163,9,
917,5,3,163,4,
918,5,3,163,4,
919,5,3,163,5,
920,5,3,163,6,
921,5,3,323,3,
922,5,3,323,5,
923,5,3,331,8,
924,5,3,206,20,
925,5,3,206,18,
926,5,3,206,19,
927,5,3,206,23,
928,5,3,206,25,
929,5,3,206,23,
930,5,3,206,14,
931,5,3,206,15,
932,5,3,206,15,
933,5,3,206,17,
934,5,3,206,26,
935,5,3,206,22,
936,5,3,206,22,
937,5,3,147,18,
938,5,3,147,18,
939,5,3,147,19,
940,5,3,147,20,
941,5,3,147,18,
942,5,3,147,23,
943,5,3,147,21,
944,5,3,147,21,
945,5,3,147,20,
946,5,3,147,22,
947,5,3,147,22,
948,5,3,147,20,
949,5,3,206,11,
950,5,3,206,14,
951,5,3,206,12,
952,5,3,206,24,
953,5,3,206,13,
954,5,3,206,10,
955,5,3,206,18,
956,5,3,206,26,
957,5,3,206,24,
958,5,3,206,12,
959,5,3,206,15,
960,5,3,206,22,
961,5,3,206,13,
962,5,3,304,12,
963,5,3,304,12,
964,5,3,336,20,"AVERAGE LENGTH"
965,5,4,40,24,
966,5,4,40,29,
967,5,4,40,30,
968,5,4,40,19,
969,5,4,40,33,
970,5,4,40,31,
971,5,4,40,26,
972,5,4,40,30,
973,5,4,40,29,
974,5,4,40,29,
975,5,4,40,30,
976,5,4,40,26,
977,5,4,40,26,
978,5,4,40,32,
979,5,4,40,30,
980,5,4,40,24,
981,5,4,40,26,
982,5,4,323,6,
983,5,4,323,7,
984,5,4,323,7,
985,5,4,323,6,
986,5,4,323,8,
987,5,4,323,5,
988,5,4,323,5,
989,5,4,323,8,
990,5,4,323,8,
991,5,4,323,6,
992,5,4,323,5,
993,5,4,323,5,
994,5,4,323,8,
995,5,4,323,8,
996,5,4,323,9,
997,5,4,323,7,
998,5,4,323,8,
999,5,4,323,5,
1000,5,4,323,7,
1001,5,4,323,10,
1002,5,4,323,5,
1003,5,4,323,5,
1004,5,4,323,6,
1005,5,4,323,5,
1006,5,4,323,4,
1007,5,4,323,11,
1008,5,4,323,6,
1009,5,4,323,7,
1010,5,4,323,8,
1011,5,4,323,5,
1012,5,4,323,6,
1013,5,4,323,6,
1014,5,4,323,6,
1015,5,4,78,3,
1016,5,4,78,3,
1017,5,4,163,6,
1018,5,4,163,6,
1019,5,4,163,6,
1020,5,4,163,12,
1021,5,4,163,12,
1022,5,4,163,10,
1023,5,4,163,10,
1024,5,4,163,6,
1025,5,4,163,8,
1026,5,4,163,5,
1027,5,4,163,7,
1028,5,4,163,7,
1029,5,4,163,7,
1030,5,4,163,8,
1031,5,4,163,7,
1032,5,4,326,14,
1033,5,4,326,9,
1034,5,4,323,8,
1035,5,4,323,9,
1036,5,4,323,8,
1037,5,4,323,6,
1038,5,4,323,7,
1039,5,4,323,8,
1040,5,4,323,6,
1041,5,4,323,6,
1042,5,4,323,7,
1043,5,4,323,7,
1044,5,4,323,8,
1045,5,4,323,5,
1046,5,4,323,6,
1047,5,4,323,6,
1048,5,4,323,7,
1049,5,4,323,8,
1050,5,4,323,8,
1051,5,4,323,10,
1052,5,4,323,5,
1053,5,4,323,6,
1054,5,4,323,7,
1055,5,4,323,10,
1056,5,4,135,1,
1057,5,4,135,1,
1058,5,4,135,1,
1059,5,4,135,1,
1060,5,4,135,1,
1061,5,4,135,1,
1062,5,4,135,1,
1063,5,4,135,1,
1064,5,4,135,1,
1065,5,4,135,1,
1066,5,4,135,1,
1067,5,4,135,1,
1068,5,4,135,1,
1069,5,4,135,1,
1070,5,4,135,1,
1071,5,4,135,1,
1072,5,4,135,1,
1073,5,4,135,1,
1074,5,4,135,1,
1075,5,4,135,1,
1076,5,4,135,1,
1077,5,4,135,1,
1078,5,4,135,1,
1079,5,4,135,1,
1080,5,4,135,1,
1081,5,4,135,1,
1082,5,4,135,1,
1083,5,4,135,1,
1084,5,4,135,1,
1085,5,4,135,1,
1086,5,4,135,1,
1087,5,4,135,1,
1088,5,4,135,1,
1089,5,4,135,1,
1090,5,4,135,1,
1091,5,4,135,1,
1092,5,4,135,1,
1093,5,4,135,1,
1094,5,4,135,2,
1095,5,4,135,2,
1096,5,4,135,2,
1097,5,4,135,2,
1098,5,4,135,2,
1099,5,4,135,2,
1100,5,4,135,3,
1101,5,4,135,1,
1102,5,4,135,1,
1103,5,4,135,1,
1104,5,4,135,1,
1105,5,4,135,1,
1106,5,4,135,1,
1107,5,4,135,1,
1108,5,4,135,1,
1109,5,4,135,1,
1110,5,4,135,2,
1111,5,4,135,2,
1112,5,4,135,2,
1113,5,4,135,2,
1114,5,4,135,2,
1115,5,4,135,2,
1116,5,4,135,2,
1117,5,4,135,1,
1118,5,4,135,1,
1119,5,4,135,1,
1120,5,4,135,1,
1121,5,4,135,1,
1122,5,4,135,1,
1123,5,4,135,1,
1124,5,4,135,1,
1125,5,4,135,1,
1126,5,4,135,1,
1127,5,4,135,2,
1128,5,4,135,2,
1129,5,4,135,2,
1130,5,4,135,2,
1131,5,4,135,2,
1132,5,4,135,2,
1133,5,4,135,2,
1134,5,4,135,3,
1135,5,4,135,1,
1136,5,4,135,1,
1137,5,4,135,1,
1138,5,4,135,1,
1139,5,4,135,1,
1140,5,4,135,1,
1141,5,4,135,2,
1142,5,4,135,2,
1143,5,4,135,2,
1144,5,4,135,2,
1145,5,4,135,4,
1146,5,4,135,1,
1147,5,4,135,1,
1148,5,4,135,1,
1149,5,4,135,1,
1150,5,4,135,1,
1151,5,4,135,1,
1152,5,4,135,1,
1153,5,4,135,1,
1154,5,4,135,1,
1155,5,4,135,2,
1156,5,4,135,2,
1157,5,4,135,3,
1158,5,4,135,5,
1159,5,4,135,1,
1160,5,4,135,1,
1161,5,4,135,1,
1162,5,4,135,1,
1163,5,4,135,1,
1164,5,4,135,1,
1165,5,4,135,1,
1166,5,4,135,1,
1167,5,4,135,1,
1168,5,4,135,1,
1169,5,4,135,1,
1170,5,4,135,1,
1171,5,4,135,1,
1172,5,4,135,1,
1173,5,4,135,1,
1174,5,4,135,1,
1175,5,4,135,1,
1176,5,4,135,1,
1177,5,4,135,1,
1178,5,4,135,1,
1179,5,4,135,1,
1180,5,4,135,1,
1181,5,4,135,1,
1182,5,4,135,2,
1183,5,4,135,2,
1184,5,4,135,2,
1185,5,4,135,2,
1186,5,4,135,2,
1187,5,4,135,2,
1188,5,4,135,2,
1189,5,4,135,2,
1190,5,4,135,3,
1191,5,4,135,4,
1192,5,4,135,6,
1193,5,4,135,8,
1194,5,4,137,3,
1195,5,4,137,3,
1196,5,4,137,3,
1197,5,4,137,2,
1198,5,4,137,3,
1199,5,4,137,3,
1200,5,4,137,3,
1201,5,4,137,2,
1202,5,4,137,2,
1203,5,4,137,2,
1204,5,4,137,2,
1205,5,4,137,3,
1206,5,4,137,32,
1207,5,4,137,2,
1208,5,4,137,2,
1209,5,4,137,2,
1210,5,4,137,2,
1211,5,4,137,2,
1212,5,4,137,2,
1213,5,4,137,2,
1214,5,4,137,2,
1215,5,4,137,2,
1216,5,4,137,3,
1217,5,4,137,3,
1218,5,4,137,3,
1219,5,4,137,3,
1220,5,4,137,1,
1221,5,4,137,2,
1222,5,4,137,2,
1223,5,4,137,2,
1224,5,4,137,3,
1225,5,4,137,2,
1226,5,4,137,3,
1227,5,4,137,3,
1228,5,4,137,3,
1229,5,4,137,3,
1230,5,4,137,3,
1231,5,4,137,4,
1232,5,4,137,2,
1233,5,4,137,1,
1234,5,4,137,1,
1235,5,4,137,1,
1236,5,4,137,1,
1237,5,4,137,2,
1238,5,4,137,3,
1239,5,4,137,4,
1240,5,4,137,1,
1241,5,4,137,2,
