Year,Season,Coast,Site,SpeciesName,TideZone,Size
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina antipodum,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,5.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,5.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,3.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,11.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,7.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,5.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,4.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,2.00
2005,Winter,South_Island_East,PaiaPoint,Austrolittorina cincta,High,1.00
2005,Winter,South_Island_East,PaiaPoint,Benhamina obliquata,High,36.00
2005,Winter,South_Island_East,PaiaPoint,Calantica spinosa,Mid,35.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,8.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,13.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,14.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,High,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,28.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,29.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,41.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,32.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,35.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,26.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,8.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,9.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,30.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,28.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,27.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,31.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,38.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,34.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,26.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,27.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,36.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,36.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,28.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,14.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,29.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,33.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,31.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,33.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,31.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,27.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,31.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,34.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,25.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,22.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,31.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,29.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,23.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,30.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,24.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,21.00
2005,Winter,South_Island_East,PaiaPoint,Cellana denticulata,Mid,30.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,14.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,13.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,13.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,9.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,20.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,15.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,17.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,14.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,16.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,18.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,19.00
2005,Winter,South_Island_East,PaiaPoint,Cellana ornata,High,14.00
