CensusID,Date,Site,TimeStart,DayNight,TideZone,IndexSpecies.SpeciesName,IndexSpecies_1.SpeciesName
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Sypharochiton pelliserpentis
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Plaxiphora caelata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Paratrophon patens,Epopella plicata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Siphonaria australis
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
196,01-Jul-04,TaurangaHead,3:04,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Diloma aethiops
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Siphonaria australis
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Plaxiphora caelata
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Paratrophon patens,Mytilus galloprovincialis
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Patelloida corticata
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Cominella maculosa,Scavenging
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
197,01-Jul-04,TaurangaHead,4:05,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Diloma bicanaliculata
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Cominella maculosa,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Cominella maculosa,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Cominella maculosa,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Cominella maculosa,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
198,01-Jul-04,TaurangaHead,5:04,Night,General_Unspecified,Haustrum haustorium,Not Feeding
