Site,Year,Date,CensusID,DayNight,TideZone,IndexSpecies.SpeciesName,IndexSpecies_1.SpeciesName
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Chamaesipho columna
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Not Feeding
CapeFoulwind,2006,5/29/2006,594,Day,General_Unspecified,Haustrum scobina,Chamaesipho columna
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Diloma bicanaliculata
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,198,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Plaxiphora caelata
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Siphonaria australis
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Cantharidella tesselata
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Haustrum scobina
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,197,Night,General_Unspecified,Haustrum haustorium,Not Feeding
CapeFoulwind,2004,7/1/2004,191,Day,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
TaurangaHead,2004,7/1/2004,196,Night,General_Unspecified,Haustrum haustorium,Not Feeding
